Country,Political Side,Distance
Chile,Left,-0.3586852553592791
Chile,Left,-0.33182169123672706
Chile,Left,-0.278011452599786
Chile,Left,-0.32698794578866386
Chile,Left,-0.22917701582191594
Chile,Left,-0.14774964511583882
Chile,Left,-0.2176591505041832
Chile,Left,0.1512777103904052
Chile,Left,-0.3211923760163174
Chile,Left,0.17998646637895066
Chile,Left,-0.25904546368725445
Chile,Left,-0.12423977348829772
Chile,Left,-0.11958898599108199
Chile,Left,0.10455768950664907
Chile,Left,-0.21940580033194457
Chile,Left,0.21935016701827525
Chile,Left,-0.22794384371552065
Chile,Left,0.1195479777547042
Chile,Left,0.16279931659283214
Chile,Left,-0.30820247274568136
Chile,Left,0.23152005963791816
Chile,Left,-0.1029731266247188
Chile,Left,-0.29653557080631243
Chile,Left,-0.22758260729245836
Chile,Left,-0.3129512770728863
Chile,Left,-0.14889409404711035
Chile,Left,0.044027985739785294
Chile,Left,-0.2776101044721626
Chile,Left,-0.2196623287815548
Chile,Left,-0.18274735554008148
Chile,Left,0.10453765725441265
Chile,Left,-0.23681831323219035
Chile,Left,-0.11407518519956643
Chile,Left,-0.048717837838946
Chile,Left,-0.1711733778498365
Chile,Left,-0.24885735547984095
Chile,Left,-0.15624569981790834
Chile,Left,0.08216242532744648
Chile,Left,-0.30444696049233194
Chile,Left,-0.13665891201451966
Chile,Left,-0.21521085895057349
Chile,Left,-0.15269285728422113
Chile,Left,-0.25197676892976256
Chile,Left,-0.14940246788713027
Chile,Left,-0.26928884279059934
Chile,Left,0.12289560500854707
Chile,Left,0.14551989167505375
Chile,Left,0.11186462483901459
Chile,Left,-0.21921857724779129
Chile,Left,-0.19833503982564687
Chile,Left,-0.33561106447089395
Chile,Left,-0.18256292816646502
Chile,Left,-0.06848418708814523
Chile,Left,-0.25476941421201227
Chile,Left,-0.320988008870737
Chile,Left,-0.07423779827919252
Chile,Left,-0.19722416272816634
Chile,Left,-0.04647495655954409
Chile,Left,-0.28053388193471207
Chile,Left,-0.05668383774216176
Chile,Left,0.17022626182679682
Chile,Left,0.1524499528901207
Chile,Left,-0.2470805790803657
Chile,Left,-0.1494298770917787
Chile,Left,-0.07856056333925579
Chile,Left,0.01742544984210238
Chile,Left,-0.3325083062045721
Chile,Left,-0.025317978140526675
Chile,Left,-0.12923098926507207
Chile,Left,0.036293989467140235
Chile,Left,-0.03308813753006835
Chile,Left,0.006689201681614922
Chile,Left,-0.13911357035871172
Chile,Left,-0.3353824286168765
Chile,Left,0.023529239311569434
Chile,Left,-0.30582417913358856
Chile,Left,-0.1197285722922037
Chile,Left,-0.23661298212502252
Chile,Left,-0.14620119994846636
Chile,Left,-0.25376274795792964
Chile,Left,-0.1467359782666403
Chile,Left,-0.1649472186413987
Chile,Left,-0.019903376986067842
Chile,Left,-0.21829084831065476
Chile,Left,-0.1028387228650957
Chile,Left,-0.314530732740359
Chile,Left,-0.03615194185973581
Chile,Left,-0.2601502189668593
Chile,Left,0.05953765270893057
Chile,Left,-0.23136482890079849
Chile,Left,-0.017088983083773383
Chile,Left,-0.017088983083773383
Chile,Left,-0.2326558587650597
Chile,Left,-0.34881311695043493
Chile,Left,-0.30310428483834073
Chile,Left,-0.1315664841165792
Chile,Left,-0.1862008845140668
Chile,Left,0.026569609736580974
Chile,Left,0.09879575177290321
Chile,Left,0.0002550340237777756
Chile,Left,-0.2861188193525929
Chile,Left,0.04514155000489818
Chile,Left,-0.021261602735614026
Chile,Left,-0.1012350604444477
Chile,Left,-0.28928353389700495
Chile,Left,-0.005831090928576679
Chile,Left,-0.20493142315575547
Chile,Left,-0.1878688511328641
Chile,Left,0.029214660662685046
Chile,Left,-0.22133895911644955
Chile,Left,-0.2500962250829206
Chile,Left,-0.2720999332448592
Chile,Left,0.03194276711828649
Chile,Left,0.10165627228126702
Chile,Left,-0.2902805500695287
Chile,Left,-0.26303191740158505
Chile,Left,0.0003102887231758367
Chile,Left,-0.09006603961599131
Chile,Left,-0.2621065404183193
Chile,Left,-0.2352559957883077
Chile,Left,-0.14975837368823494
Chile,Left,-0.14975837368823494
Chile,Left,0.07665007963208581
Chile,Left,-0.13706442033988522
Chile,Left,-0.13529346441894682
Chile,Left,-0.28941513674254005
Chile,Left,0.026929014558366472
Chile,Left,-0.040154711955929366
Chile,Left,-0.1988650725190971
Chile,Left,0.052982312958881214
Chile,Left,-0.10471154407598748
Chile,Left,-0.22350339031976854
Chile,Left,0.07550443095961834
Chile,Left,-0.31814795259235124
Chile,Left,-0.29912530519027114
Chile,Left,-0.3130136686632597
Chile,Left,-0.21173505395139636
Chile,Left,-0.27333184581845005
Chile,Left,-0.1290475975089013
Chile,Left,0.2725775760230896
Chile,Left,-0.28204053101709914
