FPR,TPR
0.0,0.0
0.0002185792349726776,0.0
0.0006557377049180328,0.0
0.001092896174863388,0.0006188118811881188
0.001092896174863388,0.0012376237623762376
0.0015300546448087432,0.0012376237623762376
0.0019672131147540984,0.0012376237623762376
0.002185792349726776,0.0012376237623762376
0.002185792349726776,0.001547029702970297
0.002622950819672131,0.0024752475247524753
0.002622950819672131,0.003094059405940594
0.0028415300546448087,0.003094059405940594
0.0028415300546448087,0.004022277227722772
0.0028415300546448087,0.004641089108910891
0.0030601092896174863,0.004641089108910891
0.003278688524590164,0.0049504950495049506
0.003278688524590164,0.00525990099009901
0.003715846994535519,0.00525990099009901
0.003715846994535519,0.005569306930693069
0.003715846994535519,0.006188118811881188
0.003715846994535519,0.006497524752475247
0.004153005464480874,0.006497524752475247
0.004371584699453552,0.006497524752475247
0.004808743169398907,0.006497524752475247
0.004808743169398907,0.007116336633663367
0.004808743169398907,0.007425742574257425
0.005027322404371585,0.007735148514851485
0.005027322404371585,0.008044554455445545
0.00546448087431694,0.008044554455445545
0.0056830601092896175,0.008044554455445545
0.0056830601092896175,0.008663366336633664
0.005901639344262295,0.008663366336633664
0.006557377049180328,0.008663366336633664
0.006557377049180328,0.008972772277227722
0.007213114754098361,0.008972772277227722
0.007213114754098361,0.009282178217821782
0.007431693989071038,0.009591584158415841
0.007431693989071038,0.009900990099009901
0.007650273224043716,0.01021039603960396
0.007650273224043716,0.01051980198019802
0.007868852459016393,0.01051980198019802
0.008087431693989072,0.013304455445544554
0.008961748633879782,0.013923267326732673
0.009180327868852459,0.014232673267326733
0.009180327868852459,0.014542079207920793
0.009617486338797814,0.01701732673267327
0.01005464480874317,0.01701732673267327
0.01005464480874317,0.017326732673267328
0.010273224043715848,0.017326732673267328
0.010491803278688525,0.017636138613861384
0.01092896174863388,0.018254950495049504
0.011147540983606558,0.018564356435643563
0.011584699453551913,0.018564356435643563
0.011584699453551913,0.019183168316831683
0.01180327868852459,0.019492574257425743
0.01180327868852459,0.019801980198019802
0.012021857923497269,0.020111386138613862
0.012021857923497269,0.02042079207920792
0.012240437158469945,0.02073019801980198
0.012459016393442624,0.021658415841584157
0.012459016393442624,0.022586633663366336
0.012459016393442624,0.022896039603960396
0.0126775956284153,0.022896039603960396
0.0126775956284153,0.024133663366336634
0.013114754098360656,0.025061881188118813
0.013333333333333334,0.025061881188118813
0.01377049180327869,0.02629950495049505
0.01377049180327869,0.026918316831683168
0.013989071038251366,0.027537128712871287
0.014426229508196721,0.027537128712871287
0.014426229508196721,0.028155940594059407
0.014863387978142076,0.03001237623762376
0.015300546448087432,0.03001237623762376
0.01551912568306011,0.03001237623762376
0.015956284153005464,0.03032178217821782
0.016612021857923497,0.03125
0.016612021857923497,0.03155940594059406
0.016830601092896174,0.03186881188118812
0.017049180327868854,0.03186881188118812
0.01726775956284153,0.03217821782178218
0.017923497267759565,0.03217821782178218
0.017923497267759565,0.0327970297029703
0.01814207650273224,0.0327970297029703
0.018360655737704918,0.03310643564356436
0.018360655737704918,0.03341584158415842
0.018797814207650275,0.03403465346534654
0.018797814207650275,0.034653465346534656
0.01923497267759563,0.034653465346534656
0.019672131147540985,0.034962871287128716
0.02010928961748634,0.034962871287128716
0.02010928961748634,0.03558168316831683
0.020546448087431696,0.03620049504950495
0.020765027322404372,0.03620049504950495
0.020765027322404372,0.03650990099009901
0.02098360655737705,0.03681930693069307
0.02098360655737705,0.03712871287128713
0.021420765027322406,0.03712871287128713
0.021639344262295083,0.03743811881188119
0.021639344262295083,0.037747524752475246
0.02273224043715847,0.038675742574257425
0.022950819672131147,0.038675742574257425
0.022950819672131147,0.038985148514851485
0.023387978142076504,0.038985148514851485
0.023387978142076504,0.039294554455445545
0.02360655737704918,0.039294554455445545
0.02360655737704918,0.039913366336633664
0.023825136612021857,0.039913366336633664
0.024262295081967214,0.040532178217821783
0.024918032786885248,0.040532178217821783
0.024918032786885248,0.0411509900990099
0.024918032786885248,0.04207920792079208
0.025136612021857924,0.043316831683168314
0.0253551912568306,0.043316831683168314
0.0253551912568306,0.04362623762376237
0.025573770491803278,0.04362623762376237
0.025573770491803278,0.04393564356435643
0.027103825136612022,0.04517326732673267
0.0273224043715847,0.04517326732673267
0.02841530054644809,0.04610148514851485
0.028633879781420766,0.04641089108910891
0.028852459016393443,0.04641089108910891
0.029508196721311476,0.04702970297029703
0.030382513661202187,0.04826732673267327
0.030601092896174863,0.04826732673267327
0.030601092896174863,0.04857673267326733
0.031475409836065574,0.04888613861386139
0.032131147540983604,0.05012376237623763
0.03234972677595629,0.05012376237623763
0.03234972677595629,0.050433168316831686
0.032568306010928964,0.050433168316831686
0.03409836065573771,0.054146039603960396
0.03409836065573771,0.054455445544554455
0.03453551912568306,0.054455445544554455
0.03453551912568306,0.054764851485148515
0.03475409836065574,0.055383663366336634
0.03475409836065574,0.055693069306930694
0.034972677595628415,0.055693069306930694
0.03540983606557377,0.056002475247524754
0.03540983606557377,0.05662128712871287
0.03584699453551913,0.05724009900990099
0.03628415300546448,0.05754950495049505
0.03890710382513661,0.06157178217821782
0.04,0.06157178217821782
0.040437158469945354,0.06188118811881188
0.040437158469945354,0.06280940594059406
0.04109289617486339,0.06342821782178218
0.041530054644808745,0.06342821782178218
0.04174863387978142,0.06373762376237624
0.042185792349726775,0.06466584158415842
0.04262295081967213,0.06466584158415842
0.04284153005464481,0.06528465346534654
0.043278688524590166,0.06528465346534654
0.04349726775956284,0.06528465346534654
0.04371584699453552,0.0655940594059406
0.043934426229508196,0.0655940594059406
0.04415300546448087,0.06621287128712872
0.04415300546448087,0.0671410891089109
0.04437158469945355,0.06745049504950495
0.04546448087431694,0.07054455445544554
0.04546448087431694,0.07116336633663366
0.04590163934426229,0.07116336633663366
0.04655737704918033,0.07147277227722772
