FPR,TPR
0.0,0.0
0.0,0.022727272727272728
0.0,0.29545454545454547
0.008064516129032258,0.29545454545454547
0.008064516129032258,0.3181818181818182
0.008064516129032258,0.36363636363636365
0.008064516129032258,0.38636363636363635
0.016129032258064516,0.38636363636363635
0.016129032258064516,0.5227272727272727
0.04032258064516129,0.5227272727272727
0.04032258064516129,0.5909090909090909
0.04838709677419355,0.5909090909090909
0.04838709677419355,0.6363636363636364
0.056451612903225805,0.6363636363636364
0.056451612903225805,0.6818181818181818
0.06451612903225806,0.6818181818181818
0.06451612903225806,0.7045454545454546
0.08870967741935484,0.7045454545454546
0.08870967741935484,0.75
0.0967741935483871,0.75
0.0967741935483871,0.7727272727272727
0.11290322580645161,0.7727272727272727
0.11290322580645161,0.7954545454545454
0.20161290322580644,0.7954545454545454
0.20161290322580644,0.8181818181818182
0.22580645161290322,0.8181818181818182
0.22580645161290322,0.8409090909090909
0.24193548387096775,0.8409090909090909
0.24193548387096775,0.8636363636363636
0.2661290322580645,0.8636363636363636
0.2661290322580645,0.8863636363636364
0.27419354838709675,0.8863636363636364
0.27419354838709675,0.9090909090909091
0.3064516129032258,0.9090909090909091
0.3064516129032258,0.9318181818181818
0.31451612903225806,0.9318181818181818
0.31451612903225806,0.9545454545454546
0.3548387096774194,0.9545454545454546
0.3709677419354839,0.9545454545454546
0.3951612903225806,0.9545454545454546
0.4112903225806452,0.9545454545454546
0.4274193548387097,0.9545454545454546
0.4596774193548387,0.9545454545454546
0.47580645161290325,0.9545454545454546
0.49193548387096775,0.9545454545454546
0.5080645161290323,0.9545454545454546
0.5725806451612904,0.9545454545454546
0.6209677419354839,0.9545454545454546
0.6290322580645161,0.9545454545454546
0.6451612903225806,0.9545454545454546
0.6774193548387096,0.9545454545454546
0.6854838709677419,0.9545454545454546
0.7016129032258065,0.9545454545454546
0.7096774193548387,0.9545454545454546
0.7741935483870968,0.9545454545454546
0.782258064516129,0.9772727272727273
0.8064516129032258,1.0
0.8387096774193549,1.0
0.8548387096774194,1.0
0.8629032258064516,1.0
0.9032258064516129,1.0
0.9354838709677419,1.0
0.9435483870967742,1.0
0.9758064516129032,1.0
1.0,1.0
