uuid,z1,z2
2f5d7d2c-92dd-40c8-91b1-b763e9388b01,0.7072247,0.27647296
2f5d89dc-93d8-4ebd-90ae-7130968bd751,0.70985544,0.44333664
2f5e341f-e358-46ae-896e-699053a69699,0.75477433,0.15681994
2f5f196b-22c4-4b04-b143-ad533bc1f724,0.79258555,0.6441816
2f601530-4a22-46b6-ba2f-b8d2c68b7f4b,0.79411244,0.50573826
2f60b355-71be-4111-b7e1-601fbca03b3b,0.8840876,0.6464183
2f60cce0-bbf3-4c4d-8847-4feb18386cc0,0.80318666,0.7064852
2f60e742-9d1d-4be7-a4ee-e354e6fc1ced,0.6053228,0.52758044
2f61771d-8038-4326-8194-0ee2173514f8,0.77568346,0.6975671
2f644fc4-2dd9-4d3d-83d0-8e4e1730705f,0.78188735,0.20312339
2f65144b-15a3-4bb8-b139-f87cb397c3b9,0.6123842,0.61122215
2f669db3-d1dd-4a78-ba2f-398ae2f638c3,0.9028425,0.46584642
2f670f86-116e-4923-916b-bf4388195923,0.5335729,0.298447
2f6a5c6f-4a29-4ca5-9057-7ae6639775f1,0.50920755,0.6066578
2f6afe99-0537-41b6-9e93-dd54419582a4,0.84213966,0.6025674
2f6b3640-32c6-428d-a3a2-beca6cee6ef2,0.9281628,0.27757537
2f6d04b4-b696-446d-bbc3-9898c36d09f3,0.321375,0.6842724
2f6f5017-a81b-4004-bfc2-1d0195ef05ef,0.74961746,0.36614028
2f704ff1-0daf-470f-b6df-d28bc86ba001,0.86479753,0.6398048
2f711689-779c-4498-afc2-50932a1f4e08,0.37362358,0.45444643
2f711aec-23b1-445c-a3e2-c0d669e6d357,0.8996024,0.5825879
2f73388a-defa-4d2c-8cc1-72d4850c7d76,0.8563045,0.47932953
2f78eacf-39c5-4050-b211-13c28051ff56,0.61024314,0.37113917
2f7a7afe-c793-4979-a73d-2ee8d29ba727,0.9334803,0.52280074
2f7c7101-ac5d-4764-aef7-6fa75b4a6b45,0.13235973,0.39218593
2f7d8918-34c8-41c0-a89d-c8e2e5f7568a,0.74004316,0.45405793
2f7efa62-0417-4cc2-9a0f-58d09fb696dd,0.73307276,0.45442542
2f82a234-eec1-465a-906c-8e91e130e992,0.8115301,0.4271289
2f848b43-e2f5-4a24-8c5b-0411737a1fc7,0.67565227,0.62363166
2f850996-7bee-4b0e-9900-e45799335a5a,0.51791424,0.5684886
2f85c63f-2d0b-4eed-97ca-ac9f33430717,0.37394023,0.1579145
2f86e5e1-e052-4fde-8d0d-60a8c145d15b,0.7817943,0.5331172
2f875c32-a57c-4d38-ab65-b38b1fedc7dc,0.81256485,0.61799246
2f8946fd-9c53-4f74-9de0-7601a512a6a1,0.72086275,0.56404674
2f8aa0e5-ede2-433a-8d23-7a4f85da9560,0.2516884,0.40336895
2f8b52c1-cfb9-4bcf-bf72-fc7f94329b0c,0.868506,0.6138491
2f8c4610-35f4-4d14-b34d-9eee95070f9b,0.8371609,0.47729778
2f8cd1d9-2bc0-41eb-9017-5025b312a88e,0.7526934,0.47692072
2f8f6f95-5e7d-4de3-a4cf-256fd13513f1,0.62568474,0.42555654
2f9409f0-e4fb-45c1-a847-7e579c120952,0.866895,0.7013557
2f94c56d-702d-45aa-afeb-4adbc6c380a0,0.7804331,0.3437497
2f953496-6e87-413b-aeef-50f9e5dbbfb3,0.83820254,0.26059818
2f971279-0322-4140-a63f-c779f20a64bd,0.71481216,0.69763654
2f99a022-9931-47f2-9743-40f3aefb1158,0.39946374,0.32926688
2f9a9927-c1ec-47a3-b7b4-e82a6cc43f55,0.8444998,0.51872414
2f9cb0fb-2f48-4497-a90c-e92b89e9aa9c,0.85015655,0.63003564
2f9d5f26-3ad6-4e73-9722-01847865426c,0.8398198,0.5535153
2f9d61d1-d984-40d0-b842-ee2c31417139,0.87705576,0.59261954
2f9e71d7-bc52-41e4-8d03-b942adc66d8b,0.5048532,0.68120503
2f9e8f42-67c2-43d0-9f88-1728ebf99eef,0.3859718,0.1905512
2f9f1cb8-1428-416e-8cd6-6f6ca54f84e5,0.818243,0.5007509
2f9f7b26-91c8-4970-82a3-b2fcaddeeb67,0.6858642,0.21198186
2fa2c96c-d4f9-4d3c-8b42-487285864d81,0.736502,0.18216322
2fa52ae6-f9c6-47ca-80f4-33de79faff89,0.71703595,0.14325537
2fa5815c-9e24-4f2c-9972-a3a5dbb8407b,0.54992676,0.6388539
2faa0d65-4b95-4710-a3f8-0e7db88ae5cb,0.7962428,0.5059406
2faa6dfc-ee06-415d-9aa8-5f2ad3a606af,0.78351337,0.8723313
2faa73e9-4b74-462e-ba74-ab63155f8527,0.85560775,0.49147406
2fac3522-5bbe-4ac7-b09a-9f983fef6c42,0.47547093,0.07565079
2faf7e80-6091-4408-8add-85abd13fd18c,0.6759968,0.09573543
2faf9739-34e7-4414-91f9-215dc3deaf66,0.54340726,0.44626892
2fb09b79-c64a-4a5b-8371-0f6998cbd4bd,0.61523205,0.22574852
2fb12d95-bbb0-4f60-ba67-6ea7c4edd5ee,0.8424952,0.51673895
2fb2fa5b-e5ee-4665-b86b-a36618f0010c,0.62151444,0.62663877
2fb33dc4-91ff-484b-88c1-b31e82388584,0.79512167,0.46481758
2fb3a78d-349c-4cb4-9a98-6e8b936918dd,0.4685779,0.45441458
2fb7ab66-f757-43ca-9f76-f80e55d95a54,0.59351563,0.06905222
2fb7bdde-85c6-47f2-b898-ae63196129a7,0.8231789,0.7498793
2fb90ce0-fb2f-4627-8974-9179632f0ff5,0.82892877,0.45371342
2fbd3853-a1a7-461b-9c21-058c7469a813,0.7375135,0.45810348
2fbd6388-73e8-4fef-a3e4-635b6e131edb,0.84205776,0.71328366
2fbe6ffb-085c-460e-88d5-1e419cf8df75,0.6128958,0.33441615
2fbea21e-efc4-47d4-ab02-cbbaf8930321,0.40582713,0.74052274
2fbf8c35-af0c-43a7-a77e-72c876e5449e,0.7792668,0.5369625
2fc04439-a9dc-471d-8be2-b39de1e47b60,0.8173318,0.41670632
2fc1a480-1453-49a8-8550-deccc03ea4d3,0.46521795,0.22691426
2fc42b50-f6b4-4a3e-a3e7-23a25f5e8b5c,0.918436,0.5733121
2fc49517-3887-43d6-bdb8-52adfbfe7869,0.70422643,0.42858824
2fc4be1b-c485-426b-920d-0eb77ad17757,0.83769363,0.48312834
2fc5caeb-c57c-4325-ab24-5716c9e77205,0.16859402,0.527949
2fc5f3b2-063b-4beb-a0bd-fc14a3d3ba83,0.48771906,0.7177894
2fc61762-1b06-4545-9c3c-ef103a5a8b94,0.49609244,0.17364617
2fc63d23-583e-4640-be46-fcb9cbb019fa,0.85555464,0.46599093
2fc6ad67-8331-49cc-a8d9-c1eebdf05ddc,0.7690481,0.5323537
2fc97213-7fdd-4f83-a134-171e5e9a6168,0.84484476,0.3779774
2fc9bbb6-9db9-463d-ad37-9c154b533c7a,0.70397836,0.3500682
2fcc5d91-c812-428f-bb57-82e01c24294e,0.72034544,0.7021515
2fce8830-b170-4612-aa6b-ee9d59727b8d,0.86538124,0.54817873
2fcf1127-b58c-4340-9ca2-f2356d96d65a,0.082439385,0.482903
2fd2ceea-2e15-43e1-9ff2-80de17a6bc0f,0.76781076,0.12735239
2fd3b065-1ac6-4644-bc4a-31c1e4029244,0.84936595,0.3621147
2fd4a522-b811-43a6-b2d3-bf532c074886,0.8944485,0.5062044
2fd85ca8-5e95-45ef-b130-a734670347ef,0.89089036,0.48672718
2fd92173-2ff8-4522-b173-ebfee1e5ca8f,0.8968251,0.32544982
2fda505e-d0ce-4c8b-8800-affdfd471022,0.86055523,0.64494735
2fda5cb4-d2f5-4bbf-aa50-7517d473c608,0.70615757,0.5218329
2fdce2b1-2a8e-4554-a614-c523524bc7b9,0.53820145,0.24290255
2fdd624c-1b70-43c8-946d-3d9ecb37fdfe,0.7334923,0.75892645
2fde691a-c6f2-41b3-b3e1-07611c8713a0,0.6488957,0.68435216
2fdee718-8dc5-468e-8e5c-975099e00e01,0.87726164,0.3235484
2fdfe1a7-00cc-4b2c-a9c1-9d38503882c9,0.45549187,0.3400098
2fe01862-54cd-49d2-a4c9-c8c867273f3d,0.85911465,0.49578682
2fe1484d-c9ec-4ced-b98b-71ecb996e894,0.7605704,0.3458704
2fe30741-bf6f-46f3-9c5e-738488d6a584,0.8273737,0.45827404
2fe39dc2-7c72-49a3-aad3-358bad80eb96,0.9125987,0.73281485
2fe48359-a7ae-4984-9e65-b7a8809832f5,0.44223002,0.36605346
2fe81222-e13f-40ca-8cf3-567666d13aee,0.9250101,0.7524405
2fe8c1d4-36b7-46c0-92a7-e08860cdecfb,0.67852336,0.52250034
2fec4f5d-d9ae-4ed8-a9d5-9fb8f005b720,0.22651862,0.27843818
2fec9470-cf9f-45e3-abbd-93a3d5d77754,0.8428524,0.44174612
2ff02e52-663d-4636-a525-06ca1757f8a0,0.57726574,0.23210105
2ff078b2-fdb1-4a44-91b3-272699e3764a,0.7536101,0.158635
2ff29aed-0c2f-48d1-a9a3-7d7019d6eecd,0.7871519,0.7187884
2ff3aaab-7e33-43ad-ac6b-6d62adace5b8,0.23926167,0.29530966
2ff3acb4-caf8-4792-91ea-82e5262a42c2,0.7142996,0.84861606
2ff4c376-4d6f-4244-96f6-d276bc0527aa,0.7529934,0.49373728
2ff4e7b6-ddf2-44dd-b8a5-3fe7151d02e0,0.8560157,0.5361055
2ff52c5e-22b3-442c-bec3-959c6bb0dcbb,0.5083619,0.24729498
2ff6a790-f929-4ddc-a15f-7f090a4f831b,0.3197082,0.59867877
2ff74042-5ed8-42c9-8903-58deddaa0774,0.8908318,0.5513607
2ff8cb36-9d95-4df9-a716-63b5e1707c06,0.8241536,0.66061425
2ffc9da5-5a4b-42cd-a507-13a9017717ec,0.82192284,0.48493326
2ffe29e6-2087-4a99-a0ca-6dd2de90fb36,0.2870392,0.27627832
300046b3-7655-4414-b152-31e40905a07a,0.22179876,0.30935434
300613d5-03e7-45c5-a4da-d1ee92e52dbf,0.5835975,0.51374245
300614a1-3f16-4232-96eb-61d643373310,0.6324068,0.41736117
30073433-7010-4403-96db-4e3f387903cc,0.79331267,0.6471415
30076cf2-6836-49d4-8674-29f1a8884780,0.725074,0.33123782
3008aced-2173-4daa-9698-6ee8f5f79f43,0.6276296,0.3469547
30090c39-8501-480c-8163-2fe0fa244379,0.81649506,0.42902187
30091cf9-4fc4-4005-98b2-5e377f773aa3,0.5920951,0.4364303
300afc9b-6726-488e-89b2-34c6b1707442,0.2208493,0.46772796
300d0ce7-bb4d-4e75-af44-470643b123fa,0.22138773,0.26300395
300f3493-ec32-4a86-a58e-fc3d58186965,0.7842025,0.591541
300fb234-e16e-434d-a8cd-1d5aadc1334e,0.11986864,0.2219131
3010fd46-0021-4061-b623-def9f4402b26,0.8362978,0.37401927
30112612-0552-4178-9395-5937a5f39b00,0.87613964,0.60999227
301143d9-a4d5-436e-a7bf-f516ada8967e,0.84955573,0.46831438
30116b0e-2922-4853-8b33-a7c4c5b99b15,0.570338,0.5972521
3012e3af-c562-4714-b747-b26d6de07171,0.55683136,0.39855033
301358bd-3746-45a3-a79a-06a36dd374cb,0.5710443,0.52973574
30139db5-f185-4d70-bf1b-8ddaa03c471b,0.7832639,0.61210513
30140fe1-ccc5-4d27-8b48-77ed6de632ad,0.6860947,0.45457435
3014545c-5fd5-41c3-a194-af42cf727be3,0.34759846,0.30372196
3015d1ac-888d-4ba7-8fe4-9ede6808dfc8,0.61905223,0.12341365
3017e1e4-b182-4595-a844-9ae665b3e122,0.1652623,0.3339308
301939eb-04a8-4e32-86c5-9613852d4cc1,0.8516549,0.6662381
301a5459-2398-4c94-ba7a-0d4ed5b1c152,0.5353788,0.6042003
301b7f73-9477-4c00-8985-89041acd758b,0.81486136,0.54575545
301be575-6da3-48cb-a999-014979d9d603,0.8245992,0.4429654
301c625f-ef76-4df2-91f3-438631bbb37c,0.41429108,0.14437121
301c6d70-f7f1-4dbd-9b0a-dc1fe69b4a3d,0.89093065,0.6827659
301d0e5c-dba2-442d-964f-b3b3899dc675,0.70769733,0.70658123
301d8076-3aba-42fd-885f-99d97277e5a4,0.57149106,0.21347529
301fc84f-4ac2-48f4-941b-cfe80b1f0e0e,0.4542155,0.6355529
3020d040-5a76-42bc-8164-a56df7e09724,0.86087686,0.68840265
3023e730-8cb8-481c-8e0e-72d3446b7b14,0.75128967,0.48572233
3024c43c-2649-479b-8f3f-8c103654c79c,0.827945,0.3427213
3025609e-8950-4db2-bf0b-1fd47572db52,0.9102853,0.677461
3026a64f-078f-4197-8644-fc656402dffb,0.8077387,0.5269881
302700f6-fab8-4489-ab0c-4492205fbf77,0.8883312,0.6125497
30276f30-2fcd-48d9-b26e-660884feb3af,0.7325921,0.58640796
3027ebe3-1541-4995-997a-a2890f0b1303,0.4786795,0.39631405
302808ad-ade9-4293-b9d2-fa00e671f6d0,0.8221595,0.59240776
30299ebe-27b7-4bbe-a0b1-e1bbd29cfc4c,0.7393216,0.1499334
3029c9c0-2eec-4e3b-8b33-e7338a0bbe7b,0.8299544,0.5062643
302a2a5a-3c64-4fb2-a905-02e1ddcc4349,0.6889525,0.15159564
302c0e84-7a69-4cd1-94bf-d5cc38092f52,0.6628826,0.43692452
302c471d-fdb1-4910-91b2-d93f13a305dc,0.9291803,0.563162
302d4e7b-c257-4031-be6e-248994146845,0.20975514,0.15078545
302f53f7-0e3e-4f84-b3c9-9688f9f1292e,0.38531104,0.5573802
3030d056-dfdc-44a2-aee8-d3f79a62b21d,0.5791196,0.58040977
3035514d-f822-49de-8224-f2e11d7a0798,0.6817334,0.71253633
3038c75d-8f0d-45ab-be5a-84ffdf1d2f7b,0.7513457,0.5418625
303a6608-51f4-4a53-a030-d7a54cc272a1,0.7073991,0.43836153
303b7ca5-cbe2-42bb-bd89-82075a3e5cd8,0.7610405,0.5987631
303e284c-6dc4-4924-b7bd-80ab28a689fe,0.8761087,0.47010916
303e328c-8f1a-4e2d-8714-6ccc2fefcdd1,0.8033061,0.75584084
303fbb57-eead-4727-95ad-94b93cb296a9,0.87854826,0.5883779
30406130-d376-43cf-9e86-936b8ddad2e2,0.6696273,0.6616276
30433c1c-a5a7-42f1-ba9d-872aba74b595,0.67240167,0.18956189
30440f6f-403d-404e-8234-1f6254f77693,0.7984091,0.84310037
3045ebf0-8d72-4d16-a2be-7d0d8dcc2cdd,0.8359345,0.53639746
304706ef-2ba6-40ed-9957-ad8f37a942cf,0.72370946,0.27075368
304a1a7c-2126-4e8a-b202-ebf7138b5ea0,0.75501466,0.3076432
304bd0ad-c484-419c-ae99-48bc49578bea,0.81898326,0.22939403
304d5d89-1cd4-45e4-9a74-0dfab136e493,0.45120332,0.13887222
304ed028-4e61-4485-a7e0-2fbea603ee35,0.87180114,0.58528304
30538f5d-54fb-422f-a241-a1b309a38067,0.6712465,0.60671073
30559cc1-c131-4504-86dd-4c201a8690d1,0.7950913,0.65717024
3058b5a4-6232-40a8-842c-f268a40ed67f,0.8180661,0.57419294
3058ff93-9576-44ae-8645-2ae3be5ec472,0.63588303,0.25866634
305b64da-2db0-48aa-a198-32fba0006477,0.8553889,0.5853018
305b69de-41cb-4d02-a9b2-2fec666de256,0.6165005,0.21567753
305c86bf-453a-44f6-8ff8-55833d0cd71a,0.43634674,0.21580549
305cfaaa-2012-4b04-b1f5-25887f582c3e,0.9371143,0.53099036
305d5901-f5ca-4d54-bcd0-5b07094d686d,0.5570146,0.14083786
305ee09e-8b09-4662-9b20-c6cd395a4e37,0.7306643,0.20896123
305f5f82-344d-438c-8603-a753dd13ea53,0.62742174,0.36557913
305fd95d-a568-44da-a534-e2a8026ff1df,0.7312901,0.23683907
30605428-a058-4331-8aff-9d586e074f79,0.90259695,0.5689848
306134b0-57d8-4a3d-ab4f-2b86251311d9,0.79979604,0.5167775
30649f83-4b47-4ee1-8ccf-4ce2adf3be44,0.4458221,0.45064747
3064aaea-a3c1-4ccd-bd87-ab1ef5d67863,0.1472554,0.20088157
3065053a-987e-4de8-9bce-5f591d43715f,0.44386643,0.2981664
30670eda-2b53-44f5-bf73-c1823c347896,0.7233779,0.6199819
3067e990-36ff-42b2-b82f-a9b038545bfb,0.18370704,0.41292354
30684037-7267-4bad-82c7-f3225e5b4e9b,0.82546407,0.41931495
306944ea-4d9d-4a20-9189-6a547a2737be,0.8623431,0.6320984
306a84eb-9832-4123-8a58-12a4002353a6,0.7798212,0.50696456
306b28c6-df54-4256-b475-d55958631597,0.8681938,0.65274847
306b3c82-afe5-4265-93e0-ae53a287a060,0.6977489,0.1894639
306ebd94-4b4d-47db-bd36-0b69284dfd42,0.5106927,0.1792035
306eff8d-87c0-441b-b320-3c7a673b1628,0.6704007,0.42142707
306fd826-7467-4922-8742-d911f8b54880,0.39667186,0.2023886
30701c3c-c1cf-4789-9862-c98b362e632e,0.819085,0.34380957
30715a7d-2a9a-4fd7-92fb-8afebf38e810,0.36782146,0.4289036
3071ae56-fbb3-4906-a6fd-2fdb67ecc652,0.78127825,0.49918988
307656ef-66de-44d5-ad5e-ab75410a8b43,0.7411236,0.26769158
30768c0b-3fa8-43df-905a-60c3b2b17811,0.8479851,0.5347183
3077ca5d-2de1-4195-a037-4c71b0f278a1,0.55640244,0.59185505
3078f42b-b93d-4810-97e9-a29bea97eedf,0.6947552,0.34224516
307b1c2a-c7cb-45a5-bcb3-a781bf9236a1,0.9084784,0.62265205
307bd2df-c348-44a5-b5b0-5d7d3c64763c,0.81096447,0.62204117
308345a1-a361-4109-bcd0-412af373b8d7,0.6426846,0.40572256
30835457-1562-4d7e-8fd2-61b292955512,0.68696743,0.14185318
30836fe0-4f5e-4359-91ee-86467e9502fb,0.78689784,0.4829572
3083c7f4-6ad7-4043-8f19-8fb49904ff3e,0.3506363,0.59860533
3084606e-bd10-4043-8ca4-d3703cb80813,0.9290647,0.600307
3085814a-c028-421f-a530-1c6592db3c64,0.8079111,0.52618253
30885576-a86f-4db0-ba77-fad246b50bec,0.3145793,0.5117334
308c6a11-1fb6-41b1-ac22-e725e5d75dcd,0.36326283,0.07532138
308d09fd-eea3-4737-89bd-f4097720b77a,0.8475504,0.52966595
308d8955-d192-4b28-abe9-89cb566ba45c,0.53444844,0.6021096
30907209-a2f3-47a5-9223-befa07f97d55,0.83174455,0.3048206
3090b25a-3956-49c7-9e73-a89fdd7fcf3c,0.84811676,0.6806701
3090d40c-f6f0-46d7-941e-bf40ffee8ce2,0.7546609,0.526425
30918bb8-54d6-435b-9d3d-ea31be9cb60b,0.82746935,0.56649286
3091d183-a497-48cd-b5a0-e1b58dac9585,0.7446327,0.65723
30939277-f4d6-495f-9c12-fd28fcf9b2a2,0.1920442,0.54574317
30946727-af51-4a9b-8f05-90a54fa1feca,0.17334387,0.17411293
3094b332-fa9b-4bb7-95c3-23a5c2a52419,0.49568853,0.17801748
309579a4-3310-408c-826a-4492ea500cc8,0.6341753,0.45933697
3095f800-1640-40a0-bd2e-a9c2080c6bf8,0.7207728,0.17781335
30965cfd-45b8-46aa-a0cf-b04288aa620d,0.72506815,0.14121605
3098908e-0109-4c55-a753-30cb489bd769,0.33950603,0.3751691
309a0b0e-46a9-4352-8dc4-bdbe05eadd08,0.8810515,0.8556777
309be56d-f127-4b49-8d62-e83aec17a8d6,0.77473557,0.42528874
309d2017-9fa6-40c3-b645-998dd31e7241,0.30958492,0.14332224
309f7df7-0230-494d-a551-a9312f4be32a,0.90636164,0.23164481
309fecb4-370d-4907-b0f2-d31ae703e2c6,0.8520438,0.37230116
30a0deb4-a8f5-47df-83e1-2db6314ac924,0.13235581,0.32141587
30a17595-c4d8-4651-a759-e8bcfb787d9f,0.8516787,0.36416525
30a34aa7-a3e5-422c-9565-f30062282d34,0.8766549,0.41379458
30a39872-f163-4e3d-8b73-b291c56f9a61,0.83232296,0.6076468
30a44f7c-cef5-41e7-a1d9-468f7f983208,0.8740451,0.6283268
30a4e582-b23f-48b8-891b-5d3ecc99c0e6,0.6512203,0.08690343
30a5edb1-0b81-43af-b5c6-e34b96d5cf5b,0.8102879,0.55932957
30a6cf53-632e-4be8-915e-6f93f4912294,0.7854469,0.1430256
30a8a411-d741-481c-9765-7e21d9470dad,0.8509681,0.2699653
30a8e07c-fd5d-40f7-903c-0c99dfced8b6,0.7055016,0.3495776
30aa7611-2d98-4540-b4dd-4fd1387f5583,0.57207435,0.31542665
30aa88f4-82fe-474c-9b6f-9d9523092fa3,0.22668706,0.7647007
30ac72df-8b8a-4e1f-ae40-820956b13050,0.8445789,0.6441247
30ac82c7-58b3-4078-8d8a-5000e558efda,0.72647005,0.15086836
30acc19c-70db-4489-8314-5b1a88c71d0d,0.2278556,0.061569426
30ad851d-0220-4063-b955-ec08e720fc8e,0.6991619,0.19481203
30ae9c4e-a45f-4b4e-9b64-08be0f72a571,0.7785056,0.40069938
30afb826-2f23-4142-a8ed-80819abfb39c,0.70180225,0.2527014
30b0c137-7541-488b-a77d-ec103454a4f3,0.8495916,0.52464306
30b12d26-b112-4958-8a66-1b0a0fcee62e,0.814562,0.4006769
30b2b35e-aa6f-4a57-994f-c96fe444df4c,0.24661666,0.17429751
30b49910-bb95-479a-8e54-0e5f838d84e6,0.82535076,0.5978932
30b56b22-6438-4b72-ad2e-7497cc84ed00,0.24899001,0.48085052
30b6aa47-550b-4d36-b9b2-b666f9b9c01f,0.24132292,0.17204401
30b71455-0dad-400f-bf9e-85e87b47d696,0.84536064,0.5789778
30b778d0-fd66-4548-a763-0a7a49baf92d,0.119159,0.3079882
30b94913-a2dd-4398-92de-4c2576722f44,0.91918874,0.64943314
30bc6a7d-3be5-4193-91e2-0db78beabaf4,0.8070904,0.54149014
30be1a81-e887-4f08-b8c6-56aba8cbdb34,0.8775334,0.60469794
30c080a2-e668-4405-9e92-63655c48be69,0.90320444,0.653246
30c29ef8-36a5-4fc6-be55-9e6ac5225eec,0.8034801,0.65542
30c300cb-2675-4590-bc95-47e7bc9f0297,0.6142036,0.34949142
30c5978b-4907-4390-8e88-a2f7f992f03b,0.88076025,0.50569
30c6dd80-7ed5-4825-aa47-20ad342c3968,0.3887333,0.48062426
30c92699-306e-46be-b73e-1ba06fdb30e5,0.776292,0.62435836
30cac003-fe29-4ffa-b089-a4a8e2f1ecb8,0.525159,0.665563
30ceec32-7a67-4200-b180-03d9476eefb6,0.64951634,0.2123054
30d0980e-0023-4837-bce3-a61f31909cc1,0.9352835,0.6251285
30d15dfd-773e-4a66-a71d-b31fbd6abc63,0.4538441,0.66671056
30d17085-b8b6-475c-bd94-6e597211f316,0.6604566,0.18783882
30d4f331-051f-40be-a2e8-45595aca30c1,0.8783328,0.32442525
30d56520-6ee8-42f2-a593-134011dc56f2,0.82136697,0.23333704
30d606dd-e5d9-4a68-8f78-500278f1d8d3,0.8941696,0.58859736
30d62a92-c387-45ea-b428-25dad5a46ad2,0.82083035,0.5034407
30d6c882-bdd7-404f-ad46-366d2da3cede,0.59695315,0.29110846
30d6cd73-5bf1-4053-9838-790133f6c003,0.6200848,0.66214603
30d6eefa-6f2d-4def-9342-d90bb6311c2f,0.6905828,0.6186622
30d759f6-a473-417c-ba7c-76f763cc916f,0.8933413,0.5737545
30d88e12-c413-4bb6-acef-0099e971e831,0.59764004,0.19568397
30d9c51a-f827-4705-8544-a50b32bc1ab1,0.75587326,0.81238073
30da02a6-606d-4cb7-9526-93b4137cbfd0,0.60256743,0.45037314
30dbd301-9530-4085-9b1c-0b4ee68da441,0.8579351,0.50987643
30dd70b4-7e45-40f2-b848-0733ae575a11,0.6367206,0.26442677
30ddf8fa-02d6-454d-9e20-cdaffb2658a5,0.9261779,0.7200602
30de170c-d15f-4251-9be1-17629a4af68c,0.8811331,0.54892427
30e14812-559a-40ef-b8c2-6810f8512e8e,0.7711229,0.53966695
30e1b1a5-c654-4f20-a350-d19d395c436b,0.7628223,0.12515654
30e23f8b-7801-4a7c-898b-77de0c5ad3ff,0.48879716,0.25015876
30e26773-65ec-4184-8c88-3d5a89f4334d,0.29347092,0.39447626
30e2a725-ebfd-49c2-95b9-21977ce2251c,0.90155405,0.5795939
30e3a72e-a960-4556-987f-73eaaf2d252e,0.73770297,0.74896723
30e44b23-8aac-4291-940e-fc97bf978b92,0.899713,0.37732938
30e49f05-94b3-4b18-8875-83771da74171,0.8174491,0.5306246
30e61f2e-1050-49c2-83fd-5084c7a05c22,0.5615321,0.30157715
30e6f423-cc45-45f5-aa74-4324a2fbf16f,0.6920939,0.44368702
30e76f6d-f498-4f04-aa43-230d4bf11950,0.4090017,0.3330035
30e7c696-f9f1-4040-97fa-259e75145820,0.6345024,0.1597386
30e8e683-d576-428d-8cd5-2c385dd2b379,0.6078274,0.1566795
30e9b024-d7ce-464a-9d71-2d6daf390ea3,0.69946957,0.21675214
30ef09d2-77c3-44f6-8e24-6e132bb168ed,0.80940485,0.51813877
30ef440e-24d1-44f6-ac31-45f567b648d2,0.39374956,0.18536617
30ef947c-567b-46d7-98bf-7ecd72eea735,0.28092134,0.18680367
30f09212-3a7b-44a5-af0a-94328af8aa3c,0.8086191,0.45476416
30f14a93-e39b-4ab0-aee5-44c4d793678e,0.36625028,0.38855556
30f557ab-0c26-4590-83f1-8ac0a384a354,0.7494072,0.5090504
30f568ef-ab51-44a9-bac1-2e1ef18a838e,0.4675739,0.523432
30f84662-4887-489c-a40a-6113e634d33c,0.66768867,0.14526857
30fb969d-fc1b-4f13-8ae0-6f43030e5c3b,0.82539964,0.60505146
30fc0174-4f14-4009-998f-3ec8d402ca1f,0.849572,0.22472161
30fd99ea-6caa-4314-8807-32a02b70de5b,0.111434594,0.32299805
30ffe077-3da5-4192-971f-f38ca36cada6,0.27169687,0.50876373
3101cfa1-a8fd-4192-8cde-4a6ade99083d,0.7880159,0.18818513
3102e86c-4606-4567-afb8-d3318bd48a9c,0.7578731,0.5009722
3104685f-a89e-4504-bc50-65012d31f753,0.39714667,0.26745966
310587ee-bd98-4127-b7f4-f54ffb03d649,0.7611866,0.39240983
3105c0b3-dd29-4787-8d6c-7846e1671c2a,0.9148582,0.43659043
3105dcee-5484-4cee-bb68-c47cf847f446,0.5874474,0.5222445
3107d926-ccef-4be7-9965-6760cb1a0d5c,0.8792652,0.7783766
3108c063-19f3-4f37-a7e6-fef83596faae,0.6469705,0.5383154
3108fa5f-cb65-4c66-aa12-39bd3b446322,0.8071316,0.21766655
31096aca-bc74-4e04-a761-96061644b477,0.8385545,0.5876756
310a620b-93b3-4ba4-82f9-b9138273e677,0.87675524,0.76507497
310aeee1-de50-408b-985a-96874944e740,0.7926519,0.40964928
310c6bfe-cdc4-4efd-9ae3-83821ce81ff8,0.8648427,0.33562154
310e1531-68c3-48de-ba22-83a684e4d1c1,0.8518029,0.3615881
310f5322-5886-4e6b-8685-d715341a609c,0.92836475,0.5339003
3110a473-8595-4895-a6c2-503ad6a6e3e8,0.7800973,0.5649024
3112ae8b-f2ce-4e75-9eb5-1ef76d18b7a5,0.4146277,0.40030777
3112bd6b-bc00-437a-b75a-ac25f24f0f34,0.9097149,0.5813823
3112ceb8-3d1f-4d9f-be2f-91f3bf5c9071,0.70227575,0.6640202
31133018-6b9a-4660-b855-e2f75689de63,0.5937124,0.5906017
3114390e-272e-4991-a30e-d037c8733c77,0.33006105,0.29754844
31149470-5c5e-431e-8123-e8fca015a08c,0.37554687,0.65464145
3115a0dd-d21b-466b-977a-f0cf951c14bf,0.70448875,0.116767794
3116234c-985f-4fd9-b1af-fd3c44df35d4,0.87778455,0.82366
311a2b68-e970-4bfc-96b6-ef82ef647625,0.7385826,0.31483182
311a54f9-17f6-44b5-bdaf-b66afcf31a11,0.65534383,0.23114276
31201e1d-3a67-490f-b000-1cb20ef4e624,0.71643364,0.37558937
3120b0c4-12f2-4c2e-ad28-ec20aaaa801f,0.6865792,0.26716486
31215986-61cd-4e45-8682-a6717ac88cd4,0.7774014,0.21826363
