uuid,z1,z2
0040473a-c6fa-4a5c-8649-2b00f72349a2,0.7818463,0.6939501
00411c63-9494-4730-83f4-7849da0be6b6,0.75663996,0.65704983
00429f1c-a897-4540-8f20-56f47fdcb1f3,0.7753179,0.46582285
0042d83f-e2f6-4e1d-afed-3b09229323b4,0.2821239,0.511981
0043ce48-5a77-40a1-bd54-dbb003c6ce52,0.53034484,0.28551388
0043deb0-54cf-4235-ad59-098d968361fa,0.19512819,0.15733686
00458ad4-71df-47b1-9456-c3aaa32788f6,0.65897095,0.5667323
00460ffd-f219-43d8-acaa-57cfe650eaa2,0.7565082,0.63819945
0046c913-64f4-4794-934e-d3b686f46eee,0.9074562,0.35030645
004731fa-a1df-4000-b70e-0636ee185705,0.8709791,0.60123223
00481b88-23ae-4663-ac17-4690268873c2,0.8307427,0.18512294
004adbf9-f50d-4750-9b8b-996fa2d6e618,0.7856763,0.6712771
004b35dc-8815-4d83-8837-3da885f3715f,0.6196364,0.25806186
004cf9e0-27d6-4201-ad84-04bd3511f8cc,0.9266971,0.51935256
004ec3ed-fa05-4f6d-bc4d-1017d66b6fb4,0.48548108,0.5096336
0051ba6a-6176-4b9d-a6e4-378d9d730ed2,0.8951926,0.5426415
00520199-97f4-41e2-9a76-545315c4ca0e,0.9045369,0.35563943
00534b52-df2f-40e0-98ef-af1009751a44,0.8178421,0.56428564
0056f6b7-3082-4b9b-b5ba-e6007052e5bf,0.80303556,0.42930597
005798fc-a1e2-4fd4-9c26-807fa407b14e,0.63143545,0.576785
005d8525-7b65-49f3-8f20-9f30cc43d09c,0.92137897,0.37516066
005ea312-86d8-4788-9843-712f6a8b5683,0.84006655,0.47268304
005f2c47-968c-48cd-a71e-c7835fec39ce,0.71764225,0.72848594
006305a3-68b3-4f3c-b826-4223d7e9135b,0.9372363,0.63162154
00667d1b-4e0f-49d1-9a4c-daac9aa59bfc,0.8823753,0.478484
0066bbfd-8cbc-4626-81a5-91ba173bfeed,0.79632896,0.49079174
006c8e80-a02f-4de0-bb4d-ad1e5d084397,0.7172649,0.19091214
006dbb86-9de2-4203-b771-fea517ee481c,0.6496942,0.25711736
006f33d9-927b-4166-80ea-72c5a1284db6,0.44384557,0.3555897
006fd5e3-a628-4472-b908-ce3a90e0db86,0.8525715,0.6098323
00707833-b57f-4c21-a1ce-019d82704ff2,0.20443071,0.643805
0072e363-0c27-4b76-8743-a0fd5baeb61f,0.2857237,0.533118
0075744a-33c1-4223-9578-d5506ff6e635,0.8677183,0.5144757
00759e7e-a365-4dd0-b88e-f47b7615f613,0.7940076,0.7427599
0075dafc-0157-43c7-934f-457c8e514276,0.69730926,0.5587544
0076937b-7e34-4fbb-91a2-3387b77df470,0.3444562,0.15032044
00777f0f-34d2-426a-b86e-da00a846a1cd,0.8099369,0.58605313
0077c8d7-0609-401c-a5fa-f15b9b3c69b5,0.6986647,0.15922414
00788f8c-2a43-4778-9bc2-40f47f2ab765,0.8369601,0.5756201
0079c1da-13ca-423c-8e27-22f44b2df860,0.4486368,0.19645503
