id,uuid,ip_hash,sex,age,region,politica,datetime,score
1818,a29d020c-ab15-425b-885b-12643cb551c7,4021f5da97b55e62cfd46cc8e5be4b19255c63495b8f8a1eb5589b7664618eb35de66785b0324f0b717d9e097e787502ca539b8d9ef9c0469e3c56f7f550e0d2,Female,33,Beirut,5,2019-11-23 15:57:41.409331-03,
1823,46c65d8c-33ff-40ea-b811-2a9e27a3be99,315528f32d70049226d081be484a9488f934e6d1b724edf678962041160c9f7c9057ba8bb14e738a5d0e067f469d73df8cb11b3e1130e20c55a369cf25522b82,Male,45,Mount Lebanon,5,2019-11-23 15:59:20.708673-03,
1825,5afcc65e-a4e9-496f-b733-5bf3301f7d38,b07cb8d3164c9f8516b1b1d347bc78c86cd3fbb2bf7de1b4c81fbdcf94b68001ad4066e6368ebc48aa238e9594b9b3e7610b281e91aef5688276e47cc42990c4,Male,31,Beirut,5,2019-11-23 15:59:48.86468-03,
1830,ba61cebc-e912-414d-9ef8-e1263f73c48d,354a07a3b6a064694c4ca6bd5e7b803a8a1598117b6de80eaa4be8538a52e043fd1eecb61795b8f6aac396141ec3ab83edc9011e34e9c412f4ebe284547d3ed1,Male,48,North Lebanon,5,2019-11-23 16:02:26.787308-03,
1845,a3b4b237-8f82-4c19-b1a0-74aae638f6c8,b7a119f2f0fc032d7e685e6c06080d07c629e0ac837aa3adaf669f43ac9727e820e39de7d5ac65159eb5f21411dcf2602ad4e06e8d8e0e40f247640d8c809d52,Male,36,Mount Lebanon,5,2019-11-23 16:08:05.908745-03,
1846,f05a4ba6-2927-4509-a74e-ec611f12a511,aecbf4596693147482742e141fc1c3eb42bfbfc0592456cf2565cd1e99c67ae8a038ae1762e96287715e3ab819958ca32175a6a369b34cee0d5d593a9a83a805,Female,32,Mount Lebanon,5,2019-11-23 16:08:07.118975-03,
1660,3c921ec2-edab-458b-b3f8-d3313f9ec499,93c9c3e4c9cdc2578c2479d79bc917de4938d0eb530c5d94cd7413dbf6fccbfabe51a6190162143ebe07b835fb258bdcb5f6487e64abfc5c1637a43698b8d07b,Male,26,Beqaa,5,2019-11-23 15:17:59.573761-03,
1666,d9856f62-9788-483b-8039-2ad4e11f8d89,cc68bf5f378116980feb5c9ff7916e9b5e4e512600e6f1b304f39f6b44c18545bed9516f7c6e2e4b4a880e88ba3cf9682161508ad3cdd3c1e91664785cc04008,Male,38,Mount Lebanon,5,2019-11-23 15:19:06.509138-03,
1669,4d357957-6ba6-4d01-b34c-e3236b0a0b3e,709f2f9c3de1c549f06e2651495b829de73b9c1c77b073c9404cd90e1282bafe5bae657749a0fbb5771bcc67854bab7613645a30c1613883f8d01f070c08efbf,Male,35,North Lebanon,5,2019-11-23 15:19:19.244497-03,
1685,d88a60d3-2572-49d2-89ce-6be884ceba7b,44c255d1399ebb0d7a8cadd53c82dc9b4501b492c011235650c1f7c6436c87cc54eee3e5b4fd1f6a9138f79cf21c02948d4012205553a3637fff8dee79ce5cec,Female,59,North Lebanon,5,2019-11-23 15:21:28.081626-03,
1689,6be8a1b2-d63a-4eaf-80d1-ff49215b8568,d1514dfc47ca4824cfbae3e8fc1e85ed1ec26757e4ef1880a29456034455de1556009dfaf880bbd466d95ec229d2434ebb0a33ce0a367d07774e6c58c1cbd4e9,Female,45,Beirut,5,2019-11-23 15:21:47.579646-03,
1712,c1226933-d3bf-4c8b-bd39-57440514603e,4d04efe48742af919f9cbdb807cd44935247b091db1a35c2b8e773cfe5449b2efeef27e961d2af2c770aceb0bb5c49799ace013b7c5a6fa781cbc99eb9f4d7e5,Male,62,Beirut,5,2019-11-23 15:24:13.956769-03,
1719,b1414078-d520-4527-9997-9c37a60c91db,eef12accdf5e97f720e02aa67c63b973dee807ea78b756eae97902be4a096728b2b6131caeee840818520b2814629188bd113d467d3536988c04fd0492af9a7d,Female,21,South Lebanon,5,2019-11-23 15:25:49.68774-03,
1720,ed2a58a7-ad1e-4038-ad04-8e0b12443cbc,73bd9779bb6e32c369ae8ccec0109a052771389061ef35ce3e62647e8e2dbd5a97da024bab57a786ede494b408e99183b2bcdbca656d57c6b5b916bb5ff0cd17,Male,32,Beirut,5,2019-11-23 15:26:08.48376-03,
1744,59f1b2d5-5e50-4d4b-bdc2-37a6992bcb2e,2047593880eada604e25c05613467af425e3199ee3834a80d61d002b699d6fdaaea7bf2855500f092740c28ba74a7455a1a5cd9c0f4af5e65969d5ff7cea7265,Female,48,Lebanese diaspora,5,2019-11-23 15:31:55.033849-03,
1756,67720b8e-ccae-4f9a-b8ee-cd15893d015d,ff8b88b3ecca04ba2b7fc9b8ce2fffa3700ad83f975d8fb2bdcc98d06db3cec7ffbf03a5c867c6ae6c6034e497dddedc8399e2897068fd1e483ae0c781b2ca26,Male,39,South Lebanon,5,2019-11-23 15:35:40.964622-03,
1757,933d1f9b-9da5-4198-8e91-a15b10ac9d52,8581f84fe698566a8f387b63a745a07becab994b065f417ff167bc1cb5c2ae7d55aaae58a96ea27d13db719f2c00569f728e36f06ca371a0b2cd1c9e2cc0bac4,Male,40,North Lebanon,5,2019-11-23 15:36:24.610131-03,
1770,ba3640ad-9c45-4dcb-8690-25d1b07a8090,62c4d8d47da04dc1783c145d26dacf35cbd23a5ce75df1e30d850048b85be6e11f4dc7508545998cbbdf3826f3a2a910db1c39590cf597eb0017ffb4f711c10d,Male,59,Beirut,5,2019-11-23 15:40:13.122763-03,
1785,f2e79a88-5d2f-428f-af6a-bed788abc247,b6c707f99e3d46700807ff89c6dce36c6116d5e112c3f4b494a7d53ec161dc214afb161ea39259c2613d693db679cbaa2708b42d81709cf97b8b8bb015b8d641,Male,36,Mount Lebanon,5,2019-11-23 15:45:42.684208-03,
1792,25949ff2-f939-4442-aca6-c64ea510dd62,6df75f3c25ca05dc1967c969df004bfb972057977a9bb94392a04f23c4a7fabeb03b32bbd842c98bc99c73de97c5dac09f6899aa34416f77eedb0f85ec355503,Male,35,Beqaa,5,2019-11-23 15:46:47.183548-03,
1793,4dd6ae11-1aec-446e-aafe-93398e68fe4b,318e5fb593333a879d5eeba144abcfc91d423ffce6bb6bf1bd5619a2099681c98eff97507391fcd700fcc6d81cc7faddda9debbb66d8822ff00574171df3f43e,Male,52,North Lebanon,5,2019-11-23 15:46:48.81233-03,
1794,4a4ddf93-7ae5-4d72-8bd2-9b4ac51de7af,8d0e1899b47a782e1eb5ea3ab7d95c143f2f2b12aeda9d27cf2fc5cec44974d65072fbbae7f048d6a3535e866801e0c47457c18a01e5f548f164520ae00c3639,Female,36,North Lebanon,5,2019-11-23 15:47:14.968769-03,
1798,a940e9a4-a888-412c-a83d-d986ed085985,c3604699fba4667fc10401d126e83854fa912fa444cb8495035b072a2feba8825541fcfea721ab08183a565966418db8761057654b6c45516740ac022fb63adb,Female,24,North Lebanon,5,2019-11-23 15:48:18.229175-03,
1802,53836ad2-e5e5-434e-af7c-bc97226d8455,1a78f18ee276933ada0ba4c39fa61db2c9c94be204bdf7a0dd6af8587bc713b3ee6a8ed0a96e10cc544a12f0ead849c7bfab7ece04fe9c8d7350a906bfaa5000,Male,23,Akkar,5,2019-11-23 15:49:15.386006-03,
1807,2101a183-adb9-4609-a5ab-cf40a4e33e93,e1ceaf7b95a81d90dddc09b6139c0280a29f5939f7b2438a785204ad3e657e9190680a2008358b2fd872466bc30f70442cec8377c43f4481b8f9840e93ca1a97,Male,26,South Lebanon,5,2019-11-23 15:52:42.909049-03,
1813,e65d70dc-2769-4594-b30c-21950c27de0e,fe60830bdd724045c2a042a7b40240c3b517ffc561fabb1e45ec47b8d8caaa6c3f41e29d9fdd47f65dd593a98bf7c3d42949d55b3f5f713173d2e94dd22993cb,Male,46,Mount Lebanon,5,2019-11-23 15:56:14.594628-03,
1834,15660189-ffa5-48fe-93ac-163c0e542b0c,7c7b92edd20980ee01839250354d6706bd16e2740089fce89313e52f7cde3ad2065bba3dc2cc607db906b6604901ffee7353c9e58067d3af951494a42d780097,Other,50,Lebanese diaspora,5,2019-11-23 16:04:53.543956-03,
1837,edef8bce-8e63-4b38-bc5c-bdd7581e7644,02a2c9704175777f3cf13260e33c318d97ca931ebec91da34e35bc1c067bf5f3ef1700eafa2e55756012d48596f3e9390ee5b270a28830d8ce35d15d5626a6e9,Female,46,Nabatiyeh,5,2019-11-23 16:05:53.064255-03,
1661,cb1f2036-9fca-4146-b8f9-4ae1479385a0,7d8e895cdaf7c5892a105858e75236663ac5a556adead78bad318e8b2d041472659a25a75785c49ccd2e33e8776732c0812adf731231cb7dfb5c380ba3330225,Male,37,Mount Lebanon,5,2019-11-23 15:18:06.121892-03,
1662,be8e32a3-f4e8-4f04-aa8c-58eba0a49da1,9973696002816f3427e44ca5364091d65250a6cb375916dcfa299d86c437cb6c3c20d9a16902bb60c953044c9fb2adbc93c8e8fe5261fd3250bc721209681e8b,Male,53,Akkar,5,2019-11-23 15:18:17.319655-03,
1668,8c47c3ea-3fa8-4f37-a139-4758443dd8b3,401676c52faef7747888be22a0c10f903b3afd08e73ae1f44c020eaf957d49af92e8cc46a8887d95de069eaeddf751685a2126ebe56eb07b7ba602f97f5734fd,Female,50,Mount Lebanon,5,2019-11-23 15:19:12.084781-03,
1670,1dd4349d-04d0-4494-a3dd-7073a201c8a5,aac3dd2c084336bdbad72f6016b350366e074ce6e9b163eecb958935f083d5f1242f392f2905e7bd3b1a46c3d516cdfd6f0673611d13e69136e7385f192f2ab0,Male,30,Mount Lebanon,5,2019-11-23 15:19:24.601337-03,
1687,3e99317d-aa8c-4088-8d39-3678187412c9,4c362d3690865c8b3e9b12c61b817cb39a7f0c8583856a2e853d1f2eadebc9ca8008808f02d121fed90abf06b735119503ab31ea406b690cbb8348e6596fb237,Female,54,Mount Lebanon,5,2019-11-23 15:21:45.88042-03,
1692,5b45d003-c1e4-4751-81bc-a0825026fd99,21f921b67c047862b31c4d7dbc8d8458b2a57a9d820e00e798cfcb522afe6bfceb845306beccce2db741403c177c69ff10bc44fef2bba81c4773f0f143ca8918,Male,54,Mount Lebanon,5,2019-11-23 15:22:07.427059-03,
1702,14e27ca9-1bf2-482e-8327-9161a6f7314c,a8b5b445ce656610009e5b348d455c6d2880e3479d11fa09298ea30f06bb09d05d13d1d701d8a09b9243cca6e0197ada7757f614bda4eb3f0f6e6acb2596cc1d,Female,27,Beirut,5,2019-11-23 15:23:13.385814-03,
1711,bd208032-224e-4a38-804e-3b25b2ba0ccc,68b19ec2f91ba0127d69e21cb08eb876d99ce6132af90741ff599c44201b1b19ab73f135344a80644be0ac43f6f66c44be210b051fa3fb5417a86953f1d59681,Male,39,North Lebanon,5,2019-11-23 15:24:10.912329-03,
1713,f1a507da-a3f9-4205-a8cc-9b0dd5172c45,b91662d3b196fe6ac67fb6120fc6f139d7a09ffeeca87424c8fb9accebb240de15966642a51ce802e60ff9fb71bf1a94cd26845b254cfad8f50e7d49502383c4,Male,43,Nabatiyeh,5,2019-11-23 15:24:31.501708-03,
1717,d428ee59-cb0a-4bf0-92c9-52901807f5a4,2c3f38d75532cede58c42f1bbd4b53786713261c64d9341279af478bb8b205ef1fb393ed8411aed93bf4436cc4637c764c30d51f733316e8907f1928ed7d163b,Female,24,South Lebanon,5,2019-11-23 15:25:29.88483-03,
1721,507b9ec1-69e5-4d2b-8cab-fdd12157b61a,723e8b2414c68fb8ca10dbdb01323a82478577f14499635b2c6b6411ec111d4febc60fa4ca1009d3694e4f74a5e79d9137028d0f767cb0faf43b156310e8ea18,Male,37,North Lebanon,5,2019-11-23 15:26:12.90117-03,
1730,a46cb98f-4d8c-495d-a955-d14fdbb25b16,003f27c8edecae0b2fa7aa9b1191c80b810c97bf844b668a55e1b9b3cdd774a748c9a351103e44112aefa1b3fb6e55ad5885b4fd5d2930a27224a32774f8bcdd,Female,51,Beqaa,5,2019-11-23 15:27:32.101666-03,
1742,eb8288a5-640e-4962-9369-78e3d91cb807,28bbd95911f6767415eb8f26f70eacefac7b3707de093a217faa641f57a34a8102b6ac994f83cec3defd74a49ee16500a4b354ad48b57cd8f3b8d548c4096b38,Female,24,Beirut,5,2019-11-23 15:31:02.824223-03,
1746,9acbf98a-714d-426b-b902-305b7bbfc432,e4720c82a43198d0f55eb93e0d00340a6e447c0bf68dc7791f36ff9a87db1e7bbda731679a4202bb7a8a2fec1c6392131c6cb3afe900e2924171587f88b14bc4,Male,54,Akkar,5,2019-11-23 15:32:45.031683-03,
1749,5108492e-3a52-4e35-bc93-20c3e2717f21,9f4c439a70226bfe1ecd22918a71c8557fb64d3b0ce01380a05112ad1d318d3614e76372f53219e7cdc8a7e161eca7ab8c397ce88fd260f939b27b5ed63f611e,Male,41,Lebanese diaspora,5,2019-11-23 15:33:49.94083-03,
1751,0183ffe2-f947-4e8c-9e97-34f69014572b,e6326b91d838c740a9c1b0417c928db44bbfd6da84ca3051874aeca9e7ea537ce7573247ba0fd1727d58e8cb61afa8db8d98cbb8bf9401e72a2c9c702135d782,Male,19,Beirut,5,2019-11-23 15:34:06.939655-03,
1762,943420a3-73c4-4624-9869-41b32f468a0d,454f048b3de88f65d3940184f2790b3b546e6babbc3dd36ac5c6efc5859a610186580d97ca087db84841b0f55d0b7ad7716d105ff7c128d91426dcf0bee43feb,Male,40,Mount Lebanon,5,2019-11-23 15:37:39.238709-03,
1766,592dde7e-433e-4f84-9bfd-a46f8f66fb03,50f6c5e5effe6557357ccda6f4608fd5c076f59a9157f9921639bd697a237e8df4e50f052bc691f6cbd6259dc3dc585ff1187aad3d509103066bfcfa404acfa3,Female,54,Beirut,5,2019-11-23 15:39:08.414361-03,
1773,57058430-132a-4ad8-aa6f-5cdc9ce718f4,16e7f737c38dd55b6a7eb9cd9487f915e8fa0d14e5be4fd0ad8cce66595040be4166bacb3ddfdae8b5cf07a69c02f3bd8e97330a7d0e4313095536b072a338c3,Female,27,North Lebanon,5,2019-11-23 15:41:28.212417-03,
1788,d7f1bacd-6056-43ea-88d4-0f48a32a3316,2d4647c4fb506abc80d8958e279c80351c18362c1c8a088e382d49ad074b011e4ceb5acfe6e1744e2510386019ca6a0a87255d1ff4e8f76967dd78bc522de5a1,Female,28,North Lebanon,5,2019-11-23 15:46:05.047808-03,
1800,99293cee-a0e0-4656-87c3-89b8e62b64e5,04b159618ebe3ef7347640105eb57966bb478aefec574fc9305297cde20cb88b92ff01f52e915451e44a366d6c8072dff35ab650d1d4778d879f2e4da3f3736f,Male,39,Beirut,5,2019-11-23 15:48:51.764345-03,
1805,314309b8-c22f-45a6-8838-ab6f9b6ee3f1,8ff6736bc563577fd998fe5cd3e6d80be59bc8a1cff4e74c56d46e0ef6573ad63de8abc04e509417eff485453d3c1f900ee9c06b4a78fb2d4b288ad4f23f5651,Male,60,North Lebanon,5,2019-11-23 15:52:22.941309-03,
1809,25f3ee91-e66c-442d-a31e-88a5be773aec,d723e7191c9e1afa9f01329858f0efdc49a3c7851c5edb45b7047765c9cfedb978be50a39c9d8ba230da59e210881e72da38fd59090ad5b128f61a42a5f1d610,Male,27,Mount Lebanon,5,2019-11-23 15:53:31.702223-03,
1821,6616e6f9-2711-4edb-9e55-92d68e1a8bdd,6f510382af60311186da7dec1dece4d0dac5f0ddbd2f4cddaea02a5fe47dece16ac38590294cabf0f0162fe5a4c497d6f856e1f1923bf4af671b87c32bf894a4,Male,41,Beirut,5,2019-11-23 15:58:56.074562-03,
1827,47f1b6d3-61a5-4efe-a159-88a812550b2c,712a30ace247d2f84cf7b8104bb7ccb98e439d77a039b3cc80ef126ab5732eef98b9dd574971f202e33bc1f59a14055c57d544eaf95e9913b5e7143a9b4e51dc,Female,26,Beqaa,5,2019-11-23 16:00:48.503968-03,
1664,f159d962-d405-4d01-9a0e-d28e861a797e,571a905f9b40e84913f1141110a120248a84965b0aec10e1c156c9fccb6f323e80c10bd21ac8895bcefe1d123d1b99752c7f03bea0cfcf4e79e161ed8a86ea65,Female,45,Beirut,5,2019-11-23 15:18:38.963712-03,
1691,6c468169-45a9-4256-a466-c159547e6c78,41a6eabd2a4a7823696fc984b9571fc4092d0fadd1133f52c1acb95a7bfd958d4c8549afa6489bcc5ee62a86eca9ddca084f6b35def4a1e0a053e78c703f6def,Male,55,Lebanese diaspora,5,2019-11-23 15:22:05.196267-03,
1706,e64a9ccb-0fb6-4633-99a9-c809668b7b0a,60651c71f30bde776bd61649758598aff2b4d3c14c295bc74117d9a42d8f790ebd756e9be13e9385c26a7a57332a9495d61bfa62a316262192568ab4d3823c66,Male,36,North Lebanon,5,2019-11-23 15:23:37.274406-03,
1731,b639d118-07fa-453b-b965-b440a7fbc44f,8fce84dcfe6327e1fe4642b32dcf3dc148c77db74c4202e3d5b6a0a7ee0be79468daaecbfa03b0e0dba760beae37dc40fbd7ff27cf102e2eed7ef7bc352800e8,Female,43,Beirut,5,2019-11-23 15:28:05.761258-03,
1733,6bf7dcf6-d054-48a4-aeb7-d891695d8ac3,e56fd99d052968bfca423bb7630732befbe27f7dbf147808018d44c5ad1db3eb8f6ab288b474d500e94c17ffc92e74c023c402c60f453feff062e0d84322f965,Male,43,Lebanese diaspora,5,2019-11-23 15:28:17.491582-03,
1734,ce008572-3a82-4f28-b0b5-84b48271c936,c8f6fdf78902fa19cfb8c04632276d9bcd8be47059e1a519cc48e4fd4f4252607fd86017aa0cc06a4fe4014d234420735d6a6dd24acdc33cbc30cd191a68ac63,Male,44,Lebanese diaspora,5,2019-11-23 15:28:23.60739-03,
1758,c162e66a-2b67-446a-a5c7-43838623fef5,a4ce72db23d5e38dfdafbe93d2ed07dd8caaba4132e531b82f85b7768bb1a11f6950e80a53ebbe6f4b4659a05758137b132990d08563918032d2068287645162,Female,55,Beirut,5,2019-11-23 15:36:31.843521-03,
1760,df951fb0-81b2-4bb9-abd5-e702ee52eee0,b8dab93b09583e7b14177efb7e174583794812a29d67919cfe4fc97b76fda51cb77ab1bc9048c1b2d773dac83ed62f1e8b1f889a41df481059b3d99689ee7ffc,Male,59,Mount Lebanon,5,2019-11-23 15:36:53.874503-03,
1765,f46b9c6c-a150-4dea-ba18-750664818ece,a1a24edaf9c513bbb8a6648416ebf22a8fa5ed4a92bde7b1fecb10cabbec2be82d59b0ac37690f97f4c0fe105388031445bae0172a9b5016eaa649fd7bccda18,Female,22,Akkar,5,2019-11-23 15:38:38.907201-03,
1768,5c4af3d9-dfc0-463d-b91b-17cf192d0aa2,dcc1de50fc0ba2fa8476f182c8a8660bf57f757d8974f8250be969384a7ddde60b85cfd6ce5db01b8ce9363ccb22cecc93f1b5fc2dec5eb14ccfdcc440a77706,Female,32,Lebanese diaspora,5,2019-11-23 15:39:21.044622-03,
1772,ade16374-7de3-4e4a-aa0e-3bdb9878f180,da397b2d020c9229d63daf483cd9c42896050af0d0d169d3447826964ca6d4e5f12203cf5b0db46f065b3128ccca43bcaf76bc88dcd4e41466cc757dfb0199b9,Male,57,Mount Lebanon,5,2019-11-23 15:41:00.536209-03,
1779,b210721e-9637-40de-8884-9f9ff939eb44,206c1b23ffb415f501f6255ade905eda0869b66f0153cc0e42ef6b84d9cf98c1ed3c9893cbac11fc72ae796bbbd96cec863f534d9d261e02e7f47235c7a04240,Male,35,Beirut,5,2019-11-23 15:42:49.019263-03,
1783,d531b8c1-f0c1-44b5-925c-d10bb0f3639b,8112f62d780717fe2effbd996017ede8d559c41dba41599a6f5997de403d77925c084d5559f4bbee000fb99cecdac7ab010dba4059bb156f86b2722780b24636,Male,40,Baalbek-Hermel,5,2019-11-23 15:43:51.299344-03,
1790,447ad348-01e7-4918-945b-c48e14a2e241,32213306885de2d264370f96256611d69fb9bc12d78d91c81932b8cfe0265eb8b8c32d907ee4066c43dd9025b3b62b3ed6b9888b01b09d153816a1eee1dffe92,Male,30,Mount Lebanon,5,2019-11-23 15:46:17.632466-03,
1796,976458cc-8c22-4f21-bad2-0ec7c26df285,6677b3f79a1a8a8675038f7f2c8295fb6deebbc3a687f7a89a7d27fa3d6258d82c7348767df12fd6f81664b649a76fb30d2eb612180ca434090534392bc3d81f,Male,34,Beirut,5,2019-11-23 15:47:35.903666-03,
1799,fcefffbe-a5c1-40da-a5e7-2fb2ec4b2ac4,fb76c23b28b313b843878df29e5e82ae3ae4250319c642ad5ef2a1684ff40bb55c40987de009940de880c7f6c30d2f9da451dcbf07a2083c184821d08ccfcf34,Male,75,Beirut,5,2019-11-23 15:48:46.589617-03,
1804,c573eec5-dd69-400f-a21a-2425fcc1cfca,7c8404bd4753b782b874b10f957dadd64b4631c57b86cd771bdff63a3dd03aaa236b7720407908bc7109cc327d326346b37d05c72647abbd19b31225a8c5447f,Female,36,Mount Lebanon,5,2019-11-23 15:50:39.400976-03,
1808,c88e8aa7-d4e3-44fb-965b-553344dbd047,daf819b4ce34d0b5e0ac3c10b5397b49b7df04be3fdcea610c6cf5d35c4f73e0b632254ec624fa7917aca3012abcd12bcc60ed6d852ca4f942ad9b941cfc7f26,Female,41,Beirut,5,2019-11-23 15:52:51.871684-03,
1810,46c65d8c-33ff-40ea-b811-2a9e27a3be99,315528f32d70049226d081be484a9488f934e6d1b724edf678962041160c9f7c9057ba8bb14e738a5d0e067f469d73df8cb11b3e1130e20c55a369cf25522b82,Male,45,Mount Lebanon,5,2019-11-23 15:53:42.378616-03,
1836,070948bc-03e5-40bf-bdb0-fef7c12425bf,ea49ded9d23f0bc6df4848e23b9f7f90fc188578b4c96ebb91652ac22db429eafc6599355bb5f2e319eb4cdc1da3ba164a7de2387a1c08b8f2ade5e33494bb06,Female,50,Lebanese diaspora,5,2019-11-23 16:05:49.840254-03,
1839,98db7b70-263c-4d20-84a8-a473e6878e1f,ea79a957e1233fdde2be9da69fb1910a764736c66fe9f9ee0b80123ccf9dc779e70e7bade5327348018a1137dffe09d71d9b8a30183af6e682cd7e09a8350c92,Male,29,Lebanese diaspora,5,2019-11-23 16:06:46.141903-03,
1841,b2cb0b87-38fe-4700-a6c2-e2b6ea843c7a,34168ff55d74b8c34d49965184ed429e618c8a49d48d8f6f0188d06418aab9ff6aea4fdb2648864dbe38ef2f742ef295b3ac5f692a79f8500a2b904f27c36e56,Male,28,North Lebanon,5,2019-11-23 16:07:30.371396-03,
1842,361cf758-41ce-47c8-a551-b4cb8c4a25ad,26b8adcda15d6dce6dd2484ecac176821cd82046cb91a1611506a9c82d659d0afcdbd42151b7cd905d79ef0c83bb11be1cf7160479158065dc8321da02e21048,Female,20,Mount Lebanon,5,2019-11-23 16:07:33.568666-03,
1844,d62f5322-797a-4294-92f8-f536c8fa8c5a,b7642230e5b81da1053affb395090b5be7a41b3a0a848e72115384a2ce8d548308d66cef66af0b4c1dc9ab860358bba957cfbf1d7e6d6befffa3cdbb72c7ef6c,Female,35,Mount Lebanon,5,2019-11-23 16:07:59.823175-03,
1671,1f7c6bfb-4ed0-433d-82d4-8e2ca8ca0bfc,6f728a03c5a91a3bf992f4f0574c4468eaa670f641f06955b27be9c624857dd698977cb2104a84530cca54a810e3165f3d3765b8759088829ca894a71b0c4a05,Male,35,Mount Lebanon,5,2019-11-23 15:19:28.714686-03,
1673,b4825758-e693-46cd-8c89-0754a6d64cf2,ba7cab1451ded3af34942a6ac42e321d78b07fdec5ce50b4e2dd44c9e6d0fbf6fd59cd2ce10d303851a6af154a7032b3891851d4bc8764062e05ba28c1a3081b,Female,29,Beirut,5,2019-11-23 15:19:40.562952-03,
1676,cc2247b9-77fc-4a13-a495-1c91ef869fbd,2aae36cd7e60d9506f3326b5113917df58bfed8c6d67156dec00d3efc4270db3173438ac423cceccdd41e8c7ddbd41cc8b818a34a9ba1806410b164a0aa54d97,Male,51,Mount Lebanon,5,2019-11-23 15:20:35.407979-03,
1679,cc2247b9-77fc-4a13-a495-1c91ef869fbd,2aae36cd7e60d9506f3326b5113917df58bfed8c6d67156dec00d3efc4270db3173438ac423cceccdd41e8c7ddbd41cc8b818a34a9ba1806410b164a0aa54d97,Male,50,Mount Lebanon,5,2019-11-23 15:21:03.02642-03,
1680,b6148809-9fff-4b53-bbcd-b22e7a04668d,aa66b8ce0549719b255747c2aaeb23f94a222e8857c88c65e82c9071741f16cf0e2f01c0835269c5718894558e376c5d76bc7c01586131d9e7c2be5b79ece3e8,Female,31,Mount Lebanon,5,2019-11-23 15:21:06.077693-03,
1683,dba51861-563c-4bf2-9535-08cda5775967,0822fd92a860d74186e3278cc18dfd7cea774ff3bc431b75c609c2efddb9128389d74b4e89abb5484b0db43247210dd698bd2707123c8cb1d9da355233633c9d,Female,45,Beirut,5,2019-11-23 15:21:26.206617-03,
1698,ee1aefd8-1b3c-4974-b171-bfc25bceef5c,eb9521c3359d60fc5130baece89f66965d91533c0230eddebf00b2248e7b9844b4c882e7df4dd720c6681074570e55efe10f859650811fa6ce1a358899d095ea,Male,34,Beqaa,5,2019-11-23 15:22:45.049809-03,
1699,a06f5b54-f8a1-4ac0-8a70-e28534389c1c,0291a96a172e5b695561ac5affca80944b7f7cbed7e694385ffd53b36aa74428019dcb47b67fc58110d8b5ebe983287c9416abffdc5b4ed1cb3ce1a9883c8024,Female,29,Beirut,5,2019-11-23 15:22:54.142664-03,
1704,13d641bd-30dd-413e-bd1b-c17fb972d61f,85f2e10a176194afe816600ca296c22ab745601776a64a352d0dfcd64aafe4cc09055195e6053032a8c6869c29df38771044738321fc6bea3d2b7873d057d871,Male,60,Beirut,5,2019-11-23 15:23:27.31207-03,
1722,136e3841-a243-4fe7-be10-1d604cbaa872,62a9f160a85712db9fc5ff46948ce0812e81b4828ab3362937d869f4cb5809519fda6daceac2f8976bf81dfbc1590adf6099e9902fdec007500fd3e8f9052ecd,Female,61,Beirut,5,2019-11-23 15:26:14.163675-03,
1723,9e4e8ba4-0419-41ce-9fe7-5c1dcd93e29c,b1667a318721afe3cb0c761b89c96bd84cbe1a6b19c319fe63cff9574b42c52847cc6cebf8f77bdb8564598ba2e09f5ddb36d36737d1e2dfc1d4798364427c3c,Male,29,South Lebanon,5,2019-11-23 15:26:28.407875-03,
1724,c4b078ab-2684-48a3-99be-00f47297820c,b189dc9f2a0a4feb37f7d22b6695032735e759cf1316a5d6b8d3564c68cd0c7ba9b74b4a34821c83ba3b01980d54a6020829964d07da5023015eda1dcb9f44e2,Female,28,Beirut,5,2019-11-23 15:26:32.720724-03,
1732,837e9c91-de08-40d5-892d-f7c6c41b47c8,c149509b2bd2a26fb398846c155ecc7505aca2680c2b12749b299a006de8e32670180e9616dc9c99142c4d248384af6bc172436e13b46ef8b4e3e8d7403bed23,Female,45,North Lebanon,5,2019-11-23 15:28:06.432315-03,
1764,cdbc66a7-5fe3-4255-aef3-977432fa1672,8ca3ae1cd09360ccc7dd93777e8fe5d0242bc9c5bbc33fd175b2a9c214b0ce5eb48587df187e780f1a34fae0afafe7eeb5bd960098def2b0185bd8f76f77dcce,Male,30,Mount Lebanon,5,2019-11-23 15:38:25.013943-03,
1769,be2d8ee6-0fd2-4821-92ec-c06b23fdd366,44f26648ac0779ecfa4b04e4d92bb576f945725b6c0d2ab22675d5b23f7cb9761de4e629a972683427c846b418840d63e7bc212cc350197c0e91ba13dde74f4e,Male,26,Nabatiyeh,5,2019-11-23 15:40:09.28287-03,
1776,8fbb051a-546f-43a0-8dee-3d9c82db2165,937c5351af95d05c8531404e5fe4d7ef04907373dfe54b87573fcc5d04c527475139bb11163acbc9c682eabab5dc4b897a790564b7ca3a77bb88f69d01a19a59,Female,53,Lebanese diaspora,5,2019-11-23 15:41:56.840953-03,
1782,18bc7f5f-926c-4523-8cd1-a08fbf6b05c4,824b8aaff823c057d3ad27bcb0145c737678666e53861a2c91d79a6b30e716a094f5dd9de74177b737b3d5f8a093f63509d10936266bc3482bd2a12b1bc47d8d,Male,43,Beirut,5,2019-11-23 15:43:26.676317-03,
