id,uuid,ip_hash,sex,age,region,politica,datetime,score,zone
1,0fe66628-4898-4089-9609-acb5dc9b0a13,5b1e8c3206b4b82a2cce88ba205166e643114559165257b92c68d5ed63744a23d2817317bfa9e6bd58c29146fe33e5a5354d53cbc379f7cc0d1ece067c1d7a52,Masculino,21,Cundinamarca,10,2019-12-02 13:32:36.595545-05,,
2,78173aa8-7466-4a79-8cc1-69efba6f291b,8ea56d0aa392520e01a0f66a0a646d27ec715f4ae510906170575d73f18d4d112dd5cc4ac746caa9ac59c6384c9d771c0b2f663e10eb252c578aca9fd14e8b6d,Femenino,40,Bogotá D.C.,1,2019-12-02 15:24:59.384992-05,,
3,a69e50e5-1d6c-4297-8810-5464ef0f3888,8ea56d0aa392520e01a0f66a0a646d27ec715f4ae510906170575d73f18d4d112dd5cc4ac746caa9ac59c6384c9d771c0b2f663e10eb252c578aca9fd14e8b6d,Femenino,40,Bogotá D.C.,1,2019-12-02 15:29:43.755597-05,,
4,abb9a8b6-fc43-4ed0-b060-018eebe1a1f0,a66aae3d947984f8039854e730420b102dff7146db7c88512469d46bb207d2fc690e1f35b6b646f823d84f93e92e6fdddb60ddb0c3a03445ddb3936cdc744226,Masculino,32,Guainía,7,2019-12-02 18:55:34.738417-05,,
5,df7d8a49-f4a0-4baf-a8eb-b5b993b98e10,8a055b4a02fe51a0f21bde2ba5b7848224d86c0ac8b66b4f06a10b16a353eb220c9be9ac6f41f11237084e54d2e8705b5c924ebe266882ef7a08aca2a4efc755,Masculino,24,Antioquia,2,2019-12-03 03:15:31.935234-05,,
6,3b7c2def-abf4-4389-8a92-41a8852f6d5c,e0ef0061f7f4070a27fc1d9f9ecc29002d9ecfbe9aab577f39d3e9b615f1dbf71864b7246149ed5babcd8c46f48a1f834c18d80fe708d0c2fa2cebfd62559c08,Masculino,24,Bolívar,5,2019-12-03 09:40:19.129639-05,,
7,e24975a6-d5df-4acf-b82d-8702783fc891,e0ef0061f7f4070a27fc1d9f9ecc29002d9ecfbe9aab577f39d3e9b615f1dbf71864b7246149ed5babcd8c46f48a1f834c18d80fe708d0c2fa2cebfd62559c08,Masculino,24,Bogotá D.C.,5,2019-12-03 10:13:38.907746-05,,
8,3531e249-938f-4eef-945a-41bcbe64bd15,f43dca80ffbf4f906023d0866d30665a36ace8af8b4f7c213bc913b1def6e36de5f7abfc72c07a0e32c357591c3ca06bea3fbaf46cd76a12d1348a5d7eb6667c,Femenino,47,Bogotá D.C.,5,2019-12-03 10:34:03.483601-05,,
9,7e12a24a-6e88-44ad-8067-da6ade96a82b,388d56d05cbb186b359d9531b58f2b131216c1ab3d67ccc697a2b77a11053d0bbc74e334f2030aa4a7f16ec51e2c823c638915dd992b65483d30c85ae87b0c4b,Masculino,32,Bogotá D.C.,3,2019-12-03 10:41:21.087821-05,,
10,b52adda8-04b1-40ff-9ce0-8a26988d2648,3bfa71a0a1449c5b9c019fb043b9743adc2b3350ae609c45c0c1adaa12e2f542a75128f04bdca6070f0b3997a2cf13b6aa19d00387db7371520fa252bea96320,Masculino,40,Bogotá D.C.,3,2019-12-03 10:42:38.756145-05,,
11,26e147d0-3a86-471f-8ddb-41fcf85e442d,5f371da4c928f86f22850b148790627972cca784e195b12f200829a67237f0a59697b53aa91ceb5e01d8f73ba92c5fc87ec90a0eb02513bdefffe3f49868d4b4,Masculino,29,Bogotá D.C.,4,2019-12-03 10:48:42.160176-05,,
12,49eacc03-cdcc-45a8-aa50-4af1b013d180,06e8ca514ee26a693237ba51cf72770b98f68a4799356732424ff22583522a42063adfc9a9cb3b429d880c438f3ff6c2ea1b30590090cf8765c32bd7b59dadac,Femenino,34,Bogotá D.C.,3,2019-12-03 10:51:16.056389-05,,
13,5994e888-cd93-490f-8ce2-0eb652a38872,8321f80e5306d8b304b39117f60d6623f99ad6964d1a0c5752b6aff98e3cce281f0eb62bc1bf56d332a4076cad54ed32df5497d5ac592596a13b6426842d0e56,Femenino,35,Bogotá D.C.,4,2019-12-03 10:53:10.908484-05,,
14,abd09b9c-3b54-4105-9ff2-65d6a2a76622,7edc0abb5447af1aa4dc273bd28d7a211478f8375e7b227bc589b9e0e681ae77d212c2240f777bb75d828c8a65b047835b5083ee4fc5bebe93c61a6b9f9c6c10,Femenino,33,Bogotá D.C.,5,2019-12-03 11:43:55.036787-05,,
15,124456e3-200d-442f-b579-e9f3e5f6c98b,c2d20cb13625f7971dff3981cd5c5db0f8373497be57754026036f8a239e6a8fc271a9e1fcd3e1fe2f30e2f2620c8aec8e8196278eb0f76a9a03b3c268ea01db,Femenino,40,Bogotá D.C.,5,2019-12-03 11:53:09.296317-05,,
16,0231391a-a399-49c9-b277-9dd8752e0e57,ee7fb8f29b50b05638f06875f69c879b6df03a2a5a02afdfadd0fb797e7d23ff598adf35868ab6983125dc9c25e0141241b1b8c5c73b915c2de555bc1177d11d,Femenino,35,Bogotá D.C.,3,2019-12-03 12:28:50.49089-05,,
17,1e12b021-5cb3-436e-a6f1-2330713be67d,4cd4c393aa9aee88235946023c37dd92f8b8d3c7afc15a748f0cb63aaa22f717254604513e2217608cab2f80ef4e1c5c869d8a10117ce46e2cb11cb1e689a09c,Femenino,37,Bogotá D.C.,5,2019-12-03 12:44:19.64558-05,,
18,635aa605-ace0-4acb-8d9a-d2670a9c5880,ed4017ec4cbf475350ce47e52e493fe5790a3a76035a7442abc6f2919b8f1721eec16e998f650b9d832feaa0ce85c8d48f9a567e1a4cc6fd2c90260e1fa5cacb,Femenino,42,Bogotá D.C.,5,2019-12-03 13:02:46.925638-05,,
19,04951d44-c19e-48a9-a510-7331f2a5c7e4,216d38e2146dd8a4e49b891fe4215b71ffe9fe37bb532a3f110eee72d4b31d02d9131f8bf62662991623c18f9495e3e84d6c8705cb63cfe0aa8973a5d1432543,Masculino,31,Bogotá D.C.,6,2019-12-03 13:31:06.543446-05,,
20,52e0729b-806e-46d3-bb8b-4dc4127522ef,47682f6964c8f354f3b4c59840993700a6255410e203479dffbe0094ac7894b4477f863a35cce88120fff2bb0f07d72d033bcee4f050cba3c97c41981f081f09,Femenino,34,Antioquia,2,2019-12-03 13:32:29.648456-05,,
21,17b09f9d-fec0-4d8f-85a0-2c154f907b08,0b97980dc3127c1732dee3801159eb5a9284fbf2a4f65ca7b0085f407ddf8305cc9071259e3bca0a5bc56f58f79f95b42c7bad049946a190f3960492adfe7260,Femenino,31,Atlántico,4,2019-12-03 13:44:15.907374-05,,
22,490249fe-e626-46e1-b5ac-977176fbac6d,2fcab8d31bd92f65d1b73322be5c680e920a93ff5f7a7095daba1017d9f2f7a984a13416c871d68990eb91208ff3204dde41519b2a0359ac1e07325f22bf5da9,Femenino,33,Bogotá D.C.,5,2019-12-03 14:37:42.465894-05,,
23,499425f5-e6bc-42cb-abdf-883435e281c9,99b911a2ad0f6596855d21ad523ef5bf5f3b4f7aed79f2821d56bcae91c548704f7fc458a25c36962cd3e1b1b91428f711635bb470119cf8ecc98940523fdfa7,Masculino,36,Bogotá D.C.,5,2019-12-03 14:41:14.912384-05,,
24,0fe66628-4898-4089-9609-acb5dc9b0a13,63c1a18783280f484f6d5142139b7f440c4e2089a5f7b9d83cb91fb87c355da8f396617902b788c00d4344c9b74f8aee5ef28745e6834f768e596d9502498362,Masculino,21,Boyacá,5,2019-12-03 14:43:19.633045-05,,
25,0fe66628-4898-4089-9609-acb5dc9b0a13,63c1a18783280f484f6d5142139b7f440c4e2089a5f7b9d83cb91fb87c355da8f396617902b788c00d4344c9b74f8aee5ef28745e6834f768e596d9502498362,"",0,---,5,2019-12-03 14:43:19.918864-05,,
26,0fe66628-4898-4089-9609-acb5dc9b0a13,63c1a18783280f484f6d5142139b7f440c4e2089a5f7b9d83cb91fb87c355da8f396617902b788c00d4344c9b74f8aee5ef28745e6834f768e596d9502498362,Femenino,21,Caldas,5,2019-12-03 14:43:55.13751-05,,
27,3b7c2def-abf4-4389-8a92-41a8852f6d5c,e0ef0061f7f4070a27fc1d9f9ecc29002d9ecfbe9aab577f39d3e9b615f1dbf71864b7246149ed5babcd8c46f48a1f834c18d80fe708d0c2fa2cebfd62559c08,Masculino,24,Caquetá,5,2019-12-03 14:45:20.167612-05,,""
28,0fe66628-4898-4089-9609-acb5dc9b0a13,63c1a18783280f484f6d5142139b7f440c4e2089a5f7b9d83cb91fb87c355da8f396617902b788c00d4344c9b74f8aee5ef28745e6834f768e596d9502498362,Masculino,65,Caquetá,5,2019-12-03 14:45:24.254462-05,,Rural
29,a69e50e5-1d6c-4297-8810-5464ef0f3888,4bf53682c6d80c787e67c9b25dbcf1c4458069823fa479d7aafba78605fab5825ba349796b02ff4863f5afef64b5bce9b0086e58a7d0e501575a6991be5e2bd1,Femenino,40,Bogotá D.C.,5,2019-12-03 15:14:12.283595-05,,Ciudad
30,bbca847d-e583-47bc-a09f-577b79f529ca,d1af18d57d646543784754cf7f0d3ed921798271413a1ccc856b843b90f2e2a1fb7932acda2e6b03f53e8d614964c1ba0ddc012ae29edb842ab9714d124e6ceb,Masculino,39,Bolívar,5,2019-12-03 15:14:50.337981-05,,Ciudad
31,62dc7995-2f8b-40be-83d7-548743ba75ce,6a7087d35242294f98fed79496992cd11e51bcaff106ffefe715d4bff796a83ad08d9f201375181160e0ff2dc886ae44ba4a9fe563d2178d7568198ce35e2892,Femenino,32,Santander,5,2019-12-03 15:16:58.515097-05,,Centro Urbano
32,25348fd2-b290-480c-8865-0bab7f656245,bd5eab9a6869831f2cc3dae51a767af02ee8eaebffeeb94409eedaecd835145e5d6e8888f2756d045e92b1ddc600839c68c35cb3b049dd263b6bfff527d9d2c4,Femenino,28,Antioquia,4,2019-12-03 15:17:53.544123-05,,Ciudad
33,d31b77df-ed6d-41bf-b676-dd521c3ee57c,c8e32e7e274a9f97d1da7bfebbf195d9dd383009f76e7b699b8b5e383a757c6c6d9384ead2c6e35a4e450a4c8155982a0a7bcebe4a68ffa2c14f39c37b0a7c18,Masculino,32,Valle del Cauca,10,2019-12-03 15:24:55.543015-05,,Ciudad
34,9cd595e0-0dfe-44a3-bb14-a5598a60cc00,dfa735b416984dcc65c98633197381205ebb86d245046d6077ac405a16d694a4683f4841d17ee82cbb37419d5ac9403c6b254a8beb20e7c1e4ec77408a62724f,Femenino,16,Bolívar,5,2019-12-03 15:51:49.334344-05,,Centro Urbano
37,eda802a2-046b-485e-9598-c47ee01c9443,bc844ffafecc35d894dab638c7a65f4d20dbb0a92079892fa08def78ed236bfe6930683aa03e6bd835b378f9afe9608d55f5403b86382e65943df72e873de9c0,Femenino,46,Santander,5,2019-12-03 16:03:24.74674-05,,Ciudad
40,114017b5-74b9-4f6a-bedc-efbc883fc1d3,64c8046a612f4e064a55d6eaf0368275e40dc7ed29f372d604845bdc2b649cacf2ec2224a2ada99afa1e14b9e6e66689d2d7e079bb292b397e11807bbfcdddf7,Masculino,21,Bogotá D.C.,4,2019-12-03 16:28:20.312288-05,,Ciudad
42,bd94a1a6-6575-4956-aed9-c343dddd57f7,6a9117c6f7af87adad741cced21e5fa69602f6019ee791df08c61f0ac342334779f6235988761b0ba1c3705116b27161d925cd578befe4540504990707fcd618,Masculino,27,Antioquia,3,2019-12-03 16:34:18.831345-05,,Ciudad
44,2bbf9ea6-1b4f-4098-8967-57137eeb612b,cd3726c1d2089a6ed3038eace79496d1ff0c1f19598d08325c77d13b03798b54bf8202d7598aecc30a174883ace7fa6204ce53f06f72537a2577301096e6d9f8,Masculino,27,Bogotá D.C.,6,2019-12-03 16:38:44.27378-05,,Ciudad
45,2851a5fb-f1cf-43cd-a5da-24309fdf2120,43b6ae67c2f016c62d434670294a6bb9f3c10766cc8d231dd1a33bfcadbbfd59f7bdac5ae4f9f69375f3a91f05031d1b2944eebc348b79840b524b2a098cc626,Femenino,28,Bogotá D.C.,5,2019-12-03 16:40:40.657937-05,,Ciudad
47,b2794968-c708-4551-88a6-64ddd5111693,f52e09a64ddede28e69503f8f2a1fae95576090bef3757f6cb7932db3d0c0494854890ad9149252f50c2fd171f35984b05f9e79768f024f51793befb6ce48a03,Femenino,33,Bogotá D.C.,5,2019-12-03 17:03:41.769806-05,,Ciudad
48,ad437db7-fbd4-4874-879e-dffcb037d40c,9acaf6a3a7861af1ea057c56e8482695c04b789f5442762a026941ea7b40e49827359f90b3cd09a1c284f4cc776a4d796c8faca7711fae90e88ab33b920d3c9e,Masculino,24,Bogotá D.C.,2,2019-12-03 17:04:35.490198-05,,Ciudad
49,c99a5b8c-e165-47ad-966d-c5fc24c397ca,ae4020362b63bf1f5070a39567796acecd68b0ac8b3c87523eb3f5f2d30e23f6ee9bd710b03ff58681559f0b58dfeef4bc19e5063458444c4fda4d2c545b3f5c,Femenino,21,Bogotá D.C.,5,2019-12-03 17:10:04.170346-05,,Ciudad
35,0853dbab-7205-47f2-ab2b-b52cf61fd605,0841caf6cfbecbbc5258ebcd9d3c42ce656c5b92a8d087b702b27c662501ee40205f595b183518d32d1edf2a750b3fa9248dac9a701fde12cc8dc700a7f1d711,Masculino,28,Bogotá D.C.,4,2019-12-03 16:01:43.463323-05,,Centro Urbano
36,7711e280-8667-4a45-a837-35e872949f14,60523899b2d217f98907a63c47dd206ffbe34ec7171b96b124ab6a48923814ea61e6553de4b97385a949c8f40c6540ff47ae8690c476525487349ba2b950d33e,Masculino,27,Cundinamarca,2,2019-12-03 16:03:17.830509-05,,Ciudad
38,8d09fec1-d293-49e7-8051-22ca69714111,4f4d79f39b89a140fa6e64e8c712f9aeb8a2509f0cc0c58a091c4da5395cb1a9f6642c7cf8af9f2bb64f7d22d3ff91fb761e9bb599650e59b477aaf20b37ba6f,Masculino,27,Bogotá D.C.,3,2019-12-03 16:24:50.902029-05,,Ciudad
41,854dedcb-61ce-4193-ae03-1f2314d668c9,016280ea5bccec9c6552e889841b19bf2e5925ffe9e3410655783f5089bea42f8a2759030a2dc8b42708f40dc3b1d388e0d3113012828bb24b28295dd8e1ce65,Masculino,33,Bogotá D.C.,5,2019-12-03 16:30:43.155199-05,,Ciudad
43,64f90a85-85c6-4e61-b53a-f40df7329bce,b9ef692eae70bb84559e77fcd8aa8cbb73e2d13d1b0636cf0a47283690478dca7c3aaccaa6e369be8e3e796b173ffe7e792b5be9d2bc08e49f62487411c72782,Masculino,26,Antioquia,3,2019-12-03 16:38:02.558216-05,,Ciudad
46,41ce2c27-9740-45a0-82f4-74688e914f4e,2315c7ae6f089635507e0102e2e47ec6cb6a4cfac9d3c47ae5f7f2f1020620964787b9eab717a7137dd1ed9a7583c00271a40adce783184c87b45d6fd6cdcde9,Masculino,26,Bogotá D.C.,0,2019-12-03 16:53:07.952811-05,,Ciudad
51,b700b947-09c2-4c6b-b79a-15dcd57f505b,1b64d0f2615afd8c554251500245a6ea2f250b99f479dd3ff54c1ce58510aa4cf33e3efd9f4c1c96eb4d32154338b5b55e2960a1d34879eb2bd68a2a78843754,Femenino,33,Boyacá,5,2019-12-03 17:11:08.648736-05,,Ciudad
39,3f0af94f-0aa6-4234-b514-e4ae30884ce8,fcbb865f8903c7f40599faec3e86a227a6fb4b58623c2c703dc781e99dc302a39c2c4b444d5f74ea0042013a714d0324d1c94076414a8c5825557d69a5dbb9f6,Masculino,30,Bogotá D.C.,8,2019-12-03 16:27:58.228508-05,,Ciudad
50,b3a43a53-6f86-4f9d-a384-ed657c2c091e,fa217ad5740952643d611797fd3cc39f67711e2b83685222d2d0120d04eb67913eb3fb169d1d6dda9fae9c2148a3a8eaf027287d601def552c30b0d26f9e7abc,Masculino,24,Santander,3,2019-12-03 17:10:22.333895-05,,Centro Urbano
52,798d1275-41c6-4a7d-b97f-eb53e2c6848c,465670a2a2954f2b5286154a258c723b8c7622172fa2f8abb48ad4eeb1d7c739479de173a5f76c18734064b1c121b25dbd22d5fa7e545c9ea6edf41016c48f6c,Masculino,22,Bogotá D.C.,5,2019-12-03 17:11:26.739861-05,,Ciudad
53,7a19ae1d-cbdc-4452-b170-619d66d1092d,9acaf6a3a7861af1ea057c56e8482695c04b789f5442762a026941ea7b40e49827359f90b3cd09a1c284f4cc776a4d796c8faca7711fae90e88ab33b920d3c9e,Femenino,34,Bogotá D.C.,3,2019-12-03 17:12:34.107615-05,,Ciudad
54,b7a7de87-d97d-4530-b1e9-327b59e09d48,9607d7e8cfb9fae23b258f26cdf2c36280b15585305b63c02ea5372ebe3e4f5264ba593a66702db9347079011441068a38e2f74398039e1a8127916e9b219c61,Masculino,19,Arauca,5,2019-12-03 17:13:33.646573-05,,Ciudad
55,eb0810b1-9776-494b-b708-00f4c5e0baae,9acaf6a3a7861af1ea057c56e8482695c04b789f5442762a026941ea7b40e49827359f90b3cd09a1c284f4cc776a4d796c8faca7711fae90e88ab33b920d3c9e,Femenino,32,Bogotá D.C.,5,2019-12-03 17:15:23.800959-05,,Ciudad
56,331cb8f8-bedf-404f-831b-e2a96c4dc94a,ae2a09da000818834531cbf02f243ba2a9f53e8840ac2624345795c92ddf6f21c9c5c6726045694453bf4493fc2a53405fc9c2575cd5f579d325413ba812e8d0,Masculino,31,Bogotá D.C.,5,2019-12-03 17:16:24.064682-05,,Ciudad
57,77180986-7057-47b3-af38-46a3513e130e,cdcf650ba8ba24502498f71e9d65ef5ae6b7b5fafa4f212ee2631cfed5155ac50a84b25a924a7405b2ad8b3e77490495b10217bf6ee61fbf2869ae7d8da59002,Femenino,26,Bogotá D.C.,3,2019-12-03 17:19:01.981223-05,,Ciudad
58,53bd425f-f872-46eb-8379-defe22dabb3e,cf59b127e9189df7149af7deb3d9724bdc0b65ad97fd4033a02ca6a345397beb0426c395d02ce7d624014ab9c185046df2b386805c8fc320c2761960f1601118,Masculino,28,Norte de Santander,5,2019-12-03 17:19:21.461491-05,,Centro Urbano
59,6aa859f1-8ca5-4570-b4d1-cebeae3a5892,977cfc53e092bdde48315faccced58073d472e4185686918739d93656b517178487036d5167c7c1b38e3cff49c3234ad06d4c79d667a2a28a1f0a0ac218a4a62,Femenino,25,Bogotá D.C.,5,2019-12-03 17:19:22.600188-05,,Centro Urbano
60,cd3e5492-8ecb-4be6-8a71-a2579fc92850,e7e21999ffaed20bc52cf9765dc75b43aebbf3679fb1e1f5b2c17d4a9b82950a21bb6150cd186250d140d855d68852d9d9e6ac26d16a8627228e495cf9898934,Femenino,29,Bogotá D.C.,5,2019-12-03 17:19:35.324808-05,,Ciudad
61,3049b6d5-f4ed-4488-bedc-5ed92803579f,dd2ce8996325875467f8964abb493bb11d09a2b48991b715129e9d025da5f3156a11ed3c18896b48171ed6203441e647bfcefba1393882a918daef0e828a4ac4,Masculino,22,Norte de Santander,5,2019-12-03 17:20:41.352293-05,,Ciudad
62,46df896e-475e-4101-87fc-50a80feb3752,8ad5f35eeba85920dd879bf429a730f4af8b9992d16fdbc10b8197a4d1c5b2e4c1beca5ba8bd501e0694b7f0f6bf808b4c8c7e28294c4ff5925fdfd2ee7c7598,Masculino,24,Arauca,5,2019-12-03 17:20:46.185872-05,,Rural
63,9a161adc-aa00-4954-8a0c-9499c4052a69,ce47ca150dc58d2883a85a61ada4e6df91274fe8a40925d5c297025d64eb065816ecafb5e0e27dda045cbebc0a51a188657d987b915d6924af743d035531726c,Masculino,26,Bogotá D.C.,5,2019-12-03 17:23:33.245856-05,,Ciudad
64,95349ec5-d7ba-47c1-b02e-c975624c7751,ec57e7c6fa2faa0d8867a59d4f8aae5c9e82b2ffc255a436878ceed0e4800eb5889add4457e5ff7a6640441656d923944fe5d066c77a9e4ebfb41083fb376b30,Femenino,18,Norte de Santander,5,2019-12-03 17:27:46.991873-05,,Ciudad
65,7643203d-c2ef-4f6a-8737-a514c6ce99b4,e2f9f236d2deda18355e1936cb934fcccce878dcd4192b7149c39a01780464daeab6922756c38071cfb4de742133dfd2948009b588321f567cc7261e8cf7a736,Femenino,34,Bogotá D.C.,5,2019-12-03 17:29:35.477941-05,,Ciudad
66,f357e6a3-8e24-40f2-a80a-b5d4bfdcd4e5,3bf438c7f8a49075373431f7b0bb1ad2d09795daf7cca09572461ce105ca0b7420ad43f79e8e6ee65014b551fb5edf42e659d4ec0ac76788dc98ada62bf744db,Femenino,60,Antioquia,5,2019-12-03 17:29:53.500979-05,,Rural
67,b0f8cd20-cf93-4463-ba4b-5951bbde87ef,b49bdb2da80457c9f0f0c92bb8afac438538307753a85f741ba7f2e9a210653b005bead514c1ccabac6489aca5d0f9f8a4c0e969798c77f43ae8d1ac7624d7d7,Femenino,21,Bogotá D.C.,4,2019-12-03 17:31:24.195348-05,,Ciudad
68,1e6ecfb9-5584-48c0-8572-1975d14ef08d,e7e5442d5b42aa779e05f7a98d84888d8a0bde762983104632c4b228da7ce23706dd9e64dd671145b665c825906ec87ad31c129bcbed198d2f889cf84e91dfeb,Masculino,26,Valle del Cauca,2,2019-12-03 17:35:05.607367-05,,Centro Urbano
69,fed42ba2-d2b4-4ebc-9622-0e54009cbe3b,290e1cf075ee463a63712a05dac908b260e838945ee9f1ad2af4546db372a4bc98165c3273d823ec43073973f45371e76e19e68ff019b7859b8176c096144b0d,Masculino,25,Valle del Cauca,4,2019-12-03 17:36:34.454637-05,,Ciudad
70,aa6c645d-d750-472b-afb9-d1873fc37ded,6d885d58e8ed4539efeb3e3d2d1a2c5c572d663cd956bea095accea1644dcf6702140b800937d74aa8f7ced245a62cbfed3a260ef2192941174934f468ee2848,Masculino,20,Santander,5,2019-12-03 17:38:07.975897-05,,Rural
71,a0871dfa-df74-42f1-93c5-52bf80af5c0e,901260b8c1e1feb08d79b01ac66a206246ba91688d007588fa33abefac00c0e61a4bef2ed708cac90dec25a3059953468a237ea496586fd41a78fe554a6a280c,Femenino,23,Santander,5,2019-12-03 17:38:17.021482-05,,Ciudad
72,027c669a-deaf-4f93-b64d-d39e58989985,b47cdcb6dda81a56409ad2c0898b722ba2ccd182c11591fa9a89673f19c16573a057eaa62c9d8b8662691cad759ae8620bf1dcf1c0da0427132c154b675dca86,Femenino,23,Bogotá D.C.,5,2019-12-03 17:38:42.742432-05,,Ciudad
73,d747bcb6-435e-4508-89a9-8d6a78d2ca6a,f192ea2a9c228dff17f74401d36f19a636566b1e1951b9817487cd237f56377e821a8e9a6400ab3850c9c520cb1a6a35d1af0ed8a8e9ee224ffe29e675acbec3,Femenino,25,Bogotá D.C.,5,2019-12-03 17:45:17.067665-05,,Ciudad
74,2b1c686e-c536-45a4-82c9-26004b750a30,b6f10cca2b595d5b347a59af8215349e7528c348704dbf956c0235098860d0151ee3a663e4a4cb23869ec0eec187ff9d1f456007f00254ab50da3e0511ff45a7,Femenino,18,Santander,5,2019-12-03 17:46:39.894323-05,,Centro Urbano
75,8f8bc292-1929-4237-ad23-128b297f05b8,a0c845059bc3da81831de46751b87b205c25d145e16efb79b6fa718b79a0eb93fef9b09b97c2ad0322a777d8df2c66b25c9f77304e3feb86981ce38cacdddc3b,Femenino,25,Bogotá D.C.,3,2019-12-03 17:47:34.193417-05,,Ciudad
76,2d1c59fb-c87b-4e7a-afae-9cb9dacec73e,1ccec4668f2be745721c0b1984f7d79c5251410552ed65321608d99e8016e36347218076d5a917dc2a5d83185b137478c635874fd0904e87183ab39a667e0e70,Masculino,28,Bogotá D.C.,6,2019-12-03 17:50:31.27951-05,,Rural
77,5f2bc329-5048-4f7c-b765-5e22ef39d12e,901260b8c1e1feb08d79b01ac66a206246ba91688d007588fa33abefac00c0e61a4bef2ed708cac90dec25a3059953468a237ea496586fd41a78fe554a6a280c,Femenino,18,Córdoba,0,2019-12-03 17:53:36.483284-05,,Ciudad
78,669f4fa6-1a76-4436-9559-7254cdb755cb,b5975d1ee7b07c343e79c9c695613a07477b8d00a2244ca9c4c27b3dfe55addd7109d7157dbd5d559138e7026c7326ef4833db9e7a5e4a091ac36edd270d2aa8,Masculino,38,Valle del Cauca,5,2019-12-03 17:56:06.628246-05,,Ciudad
79,b7ad6cda-86cc-45bf-9031-af66388e5ad3,28d97d2ed98d666184289e060390d28215b6f6ba1b808a050fb063e328601ba2a30d3b2897bc81902fd743c6b2b39caf950ab1ef5dfe9bcefd9104d11f54ed00,Masculino,45,Bogotá D.C.,7,2019-12-03 17:58:06.485219-05,,Ciudad
80,b2119083-e2d1-4b48-9b4f-2e1ca93fff78,5d08028123c1137bc7862cd441878ecdc35c4a00d274ff65e29227257c7a625abb1c0f302ac9eef6a5c6ca7b33a2e809c516469a84ee122f602d664ba93c1c25,Femenino,26,Norte de Santander,5,2019-12-03 17:59:08.000864-05,,Centro Urbano
81,f9e53a73-be98-46ae-a222-28a755f9af12,71f03a0bb31b1e6e929f5e6cae1c835086a682d7b40f9da57a07322d37c06bb2a2df90fe7933dde31f1a2abb2da54303d5e8514d288759554315b86200e85871,Femenino,47,Bogotá D.C.,5,2019-12-03 18:05:43.804928-05,,Ciudad
83,0c94de47-12c0-48d9-a4e9-dc144c2cf8a0,37bb44b0f1c12dad2def65d5d84fed1ce1596a574fa5a4c37ad0edbb42f33acd6e6887e546dfcb8b9452dfa63de63d4a5f0e59289a0b8ce426c43214a8c11a8e,Masculino,40,Bogotá D.C.,6,2019-12-03 18:14:39.59632-05,,Ciudad
86,cb12763d-c031-4af5-b8df-6408b8a12fc7,258f0f362da61befeab9defdb45b7f1be273b31c96000417b60647c7f8c9d78fb20d53c4331efc054e13d07d69dc7c3e8b4651d19e8474d0bbf42f0919e1bbcc,Femenino,41,Bogotá D.C.,4,2019-12-03 18:33:04.558246-05,,Ciudad
88,57ad5542-ff5a-4aca-ab97-392e2a27d6cd,c049bb65c275f4ae87ec9352d2dc71e3dd7ef631d00b0b87f59c0fa73424f14d1f6fb8ce6d521733cc00adc96c29704c7ecc750e96af9d5a400b04f439196a6c,Masculino,53,Bogotá D.C.,0,2019-12-03 18:48:26.374373-05,,Ciudad
89,cb1a488a-a753-4bb9-b597-51962c04a504,fae986bdbc395255d3918934e659abbdf15758cd6f99ea6d912b0a669fb997cfea23a0e02f19e444aff2297cf9870a6990e0ce05826c71bee1f909994642fb74,Femenino,19,Santander,5,2019-12-03 19:04:04.256885-05,,Ciudad
93,75f20cbe-a045-4091-8c01-3cff2137a392,240b371c0768f05dc8f682557b849f031076c2af91ff68d81d8c14b5cf8ed3f87edbcd25d1adfd16f85455837453e7c6ffb59f4230efac0246ea6813770533dd,Femenino,32,Bogotá D.C.,7,2019-12-03 19:49:28.406956-05,,Ciudad
94,5177702b-54ad-436a-afd7-c3255383296c,a676ac87944743f11848e458df03fa47f3983e942986b62f42f9c4a4ed6f3997c90626130c746d2f89b9cd521da7c5c06a7e1470db50947c55242a2b2b52b368,Femenino,26,Antioquia,5,2019-12-03 19:55:48.384104-05,,Ciudad
95,a7643f9e-bf97-480f-b51d-9f3c6bfa3fba,71e6737c76620584da57df6a1642840648c41f3b278b23995cebfe9f649660d4ad55d460bff58df9c9502715e2ee6b121b7f8c5d479d34813b3eeb52333e283a,Masculino,33,Antioquia,5,2019-12-03 20:05:43.702964-05,,Centro Urbano
99,9920192c-6ebd-45d7-a546-65744d7669df,7d6240a22fe764c366dd22de971c0862045543a7aad403cb2dc19cb2713da5a13dc42b2b3353cd8d77ea8fe2ac167882241d08d39320d248440adff5a929561b,Masculino,44,Bogotá D.C.,8,2019-12-03 20:27:54.898045-05,,Ciudad
100,79ec8499-d748-4cb0-9498-668a68402c91,223cc83a979c0844e033ef7a66c333886ae544e0060c8b54af3083d5b20073c26f0f7772175650e8b0fec397e66368637b5d24800888a16fe39b4fc7958df35e,Masculino,48,Antioquia,5,2019-12-03 20:33:20.908551-05,,Ciudad
103,45170db6-ef78-4b47-825f-badf3245a87a,078f22e59ef8b72dcf6ac2537f04b3122d054907d96f92507ec63c6ab237060fab04b519d8790d9cc3a629d4b9d135932e04250c44ab0c4385391209aafc6320,Masculino,28,Bogotá D.C.,3,2019-12-03 20:43:50.073972-05,,Centro Urbano
